"OMIM_ID"	"UMLS_CUI"	"UMLS_NAME"
"614696"	"C1836076"	"Amyotrophic Lateral Sclerosis, Chmp2B-Related"
"614808"	"C3553719"	"AMYOTROPHIC LATERAL SCLEROSIS 18"
"615515"	"C3715155"	"AMYOTROPHIC LATERAL SCLEROSIS 19"
"205100"	"C1859807"	"AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE (disorder)"
"615426"	"C3715156"	"AMYOTROPHIC LATERAL SCLEROSIS 20"
"606070"	"C3807521"	"AMYOTROPHIC LATERAL SCLEROSIS 21"
"616208"	"C4015512"	"AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA"
"606640"	"C1847735"	"AMYOTROPHIC LATERAL SCLEROSIS 3 (disorder)"
"602433"	"C1865409"	"Amyotrophic Lateral Sclerosis 4, Juvenile"
"602099"	"C1865864"	"AMYOTROPHIC LATERAL SCLEROSIS 5"
"608030"	"C1842675"	"AMYOTROPHIC LATERAL SCLEROSIS 6 (disorder)"
"608031"	"C1842674"	"AMYOTROPHIC LATERAL SCLEROSIS 7 (disorder)"
"608627"	"C1837728"	"AMYOTROPHIC LATERAL SCLEROSIS 8 (disorder)"
"611895"	"C2678468"	"Amyotrophic Lateral Sclerosis 9"
"162100"	"C1834304"	"AMYOTROPHY, HEREDITARY NEURALGIC"
"617839"	"C4693381"	"AMYOTROPHIC LATERAL SCLEROSIS 23"
"616000"	"C0878666"	"Analbuminemia"
"607095"	"C1846796"	"Anauxetic dysplasia"
"607095"	"C4551965"	"ANAUXETIC DYSPLASIA 1"
"617396"	"C4479357"	"ANAUXETIC DYSPLASIA 2"
"170390"	"C1563715"	"Andersen Syndrome"
"300068"	"C0039585"	"Androgen-Insensitivity Syndrome"
"312300"	"C0268301"	"Reifenstein Syndrome"
"312300"	"C2931847"	"Type I familial incomplete male pseudohermaphroditism"
"300835"	"C3550856"	"ANEMIA, X-LINKED, WITH OR WITHOUT NEUTROPENIA AND/OR PLATELET ABNORMALITIES"
"268150"	"C0272052"	"Rh Deficiency Syndrome"
"268150"	"C1849387"	"Rh-Null, Regulator Type"
"268150"	"C4016364"	"RH-NULL HEMOLYTIC ANEMIA, REGULATOR TYPE"
"268150"	"C4693977"	"RH-MOD"
"266120"	"C1849507"	"Uridine 5-Prime Monophosphate Hydrolase Deficiency, Hemolytic Anemia due to"
"206100"	"C3806153"	"ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 1"
"617948"	"C1866810"	"ELLIPTOCYTOSIS 3"
"617948"	"C4016380"	"ANEMIA, PERINATAL HEMOLYTIC, FATAL OR NEAR-FATAL"
"300751"	"C4551511"	"X-linked sideroblastic anemia"
"205950"	"C4225425"	"ANEMIA, SIDEROBLASTIC, 2, PYRIDOXINE-REFRACTORY"
"616860"	"C4225155"	"ANEMIA, SIDEROBLASTIC, 3, PYRIDOXINE-REFRACTORY"
"182170"	"C4225428"	"ANEMIA, SIDEROBLASTIC, 4"
"301310"	"C1845028"	"ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA"
"105800"	"C1862932"	"ANEURYSM, INTRACRANIAL BERRY, 1 (disorder)"
"614252"	"C3280275"	"ANEURYSM, INTRACRANIAL BERRY, 11"
"608542"	"C1837894"	"ANEURYSM, INTRACRANIAL BERRY, 2 (disorder)"
"609122"	"C1836757"	"ANEURYSM, INTRACRANIAL BERRY, 3"
"610213"	"C1857749"	"ANEURYSM, INTRACRANIAL BERRY, 4 (disorder)"
"300870"	"C1835857"	"Aneurysm, Intracranial Berry, 5"
"612161"	"C2677337"	"Aneurysm, Intracranial Berry, 7"
"612162"	"C2677336"	"Aneurysm, Intracranial Berry, 8"
"606179"	"C0152244"	"Bone Cysts, Aneurysmal"
"105830"	"C0162635"	"Angelman Syndrome"
"105830"	"C1412397"	"ANCR gene"
"300652"	"C4721404"	"Angioma serpiginosum, X-linked"
"610618"	"C1857728"	"Hereditary Angioedema Type III"
"106100"	"C0019243"	"Angioedemas, Hereditary"
"106100"	"C1862892"	"Hereditary Angioedema Type II"
"106100"	"C2717906"	"Hereditary Angioedema Type I"
"613733"	"C0025267"	"Multiple Endocrine Neoplasia Type 1"
"613733"	"C0280089"	"Carcinoid tumor of lung"
"613733"	"C0694884"	"MEN1 gene"
"613733"	"C2675664"	"PARATHYROID ADENOMA, SOMATIC"
"613733"	"C4017330"	"LIPOMA, SOMATIC"
"613733"	"C4017331"	"ANGIOFIBROMA, SOMATIC"
"613733"	"C4017332"	"ADRENAL ADENOMA, SOMATIC"
"613733"	"C4479701"	"HYPERPARATHYROIDISM, FAMILIAL ISOLATED PRIMARY, MEN1 VARIANT"
"613733"	"C4551961"	"Familial Isolated Hyperparathyroidism"
"611773"	"C2673195"	"Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps"
"106210"	"C0003076"	"Aniridia"
"106210"	"C3805349"	"CATARACTS, CONGENITAL, WITH LATE-ONSET CORNEAL DYSTROPHY"
"605746"	"C1854013"	"Anisomastia"
"206800"	"C3277900"	"NAIL DISORDER, NONSYNDROMIC CONGENITAL, 4"
"107200"	"C0393778"	"Congenital anosmia"
"602588"	"C1865143"	"BRANCHIOOTIC SYNDROME 1"
"602588"	"C3551443"	"ANTERIOR SEGMENT ANOMALIES WITH OR WITHOUT CATARACT"
"602588"	"C4273131"	"Branchiootic syndrome"
"107250"	"C1862839"	"Anterior segment mesenchymal dysgenesis"
"107250"	"C4551992"	"ANTERIOR SEGMENT DYSGENESIS 1"
"610256"	"C1853230"	"Aphakia, congenital primary"
"601631"	"C1839928"	"IRIS HYPOPLASIA WITH GLAUCOMA"
"601631"	"C1866560"	"IRIDOGONIODYSGENESIS, TYPE 1 (disorder)"
"601631"	"C1866561"	"Glaucoma Iridogoniodysplasia, Familial"
"137600"	"C1842031"	"IRIDOGONIODYSGENESIS, TYPE 2"
"604229"	"C4310809"	"ANTERIOR SEGMENT DYSGENESIS 5"
"617315"	"C4310623"	"ANTERIOR SEGMENT DYSGENESIS 6"
"269400"	"C3151617"	"ANTERIOR SEGMENT DYSGENESIS 7"
"617319"	"C4310622"	"ANTERIOR SEGMENT DYSGENESIS 8"
"201750"	"C3150099"	"ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS"
"207410"	"C2936791"	"Antley-Bixler Syndrome, Autosomal Dominant"
"100070"	"C0162871"	"Aortic Aneurysm, Abdominal"
"100070"	"C1853365"	"AORTIC ANEURYSM, FAMILIAL ABDOMINAL 1"
"609782"	"C1853364"	"Aortic Aneurysm, Familial Abdominal 2"
"614375"	"C3280597"	"AORTIC ANEURYSM, FAMILIAL ABDOMINAL, 4"
"607086"	"C0162872"	"Aortic Aneurysm, Thoracic"
"607086"	"C0345050"	"Congenital aneurysm of ascending aorta"
"607086"	"C0392775"	"Cystic medial necrosis of aorta"
"617168"	"C4284414"	"AORTIC ANEURYSM, FAMILIAL THORACIC 10"
"607087"	"C1846837"	"Aortic Aneurysm, Familial Thoracic 2"
"132900"	"C1851504"	"Aortic aneurysm, familial thoracic 4"
"611788"	"C2673186"	"Aortic Aneurysm, Familial Thoracic 6"
"613780"	"C3151077"	"AORTIC ANEURYSM, FAMILIAL THORACIC 7"
"615436"	"C3809513"	"AORTIC ANEURYSM, FAMILIAL THORACIC 8"
"616166"	"C4015368"	"AORTIC ANEURYSM, FAMILIAL THORACIC 9"
"109730"	"C0149630"	"Bicuspid aortic valve"
"109730"	"C0428791"	"Aortic valve calcification"
"109730"	"C1260873"	"Aortic valve disorder"
"109730"	"C3887892"	"Aortic Valve Disease 1"
"614823"	"C0003507"	"Aortic Valve Stenosis"
"614823"	"C0149630"	"Bicuspid aortic valve"
"614823"	"C3542024"	"AORTIC VALVE DISEASE 2"
"101200"	"C0001193"	"Apert syndrome"
"101200"	"C1863389"	"Apert-Crouzon Disease"
"101200"	"C1863391"	"Vogt Cephalodactyly"
"607485"	"C0282513"	"Primary Progressive Aphasia (disorder)"
"607485"	"C1843792"	"FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED"
"180920"	"C0158667"	"Aplasia of Lacrimal and Salivary Glands"
"180920"	"C1867059"	"Parotid Aplasia or Hypoplasia"
"609135"	"C0002874"	"Aplastic Anemia"
"609135"	"C2684859"	"APLASTIC ANEMIA, SUSCEPTIBILITY TO (finding)"
"609135"	"C0002874"	"Aplastic Anemia"
"609135"	"C2684859"	"APLASTIC ANEMIA, SUSCEPTIBILITY TO (finding)"
"107680"	"C0039292"	"Tangier Disease"
"107680"	"C0268389"	"Amyloidosis, familial visceral"
"107680"	"C0342608"	"Amyloid Polyneuropathy, British Type (disorder)"
"107680"	"C0342898"	"Apolipoprotein A-I deficiency"
"107680"	"C1412468"	"APOA1 gene"
"107680"	"C1704429"	"Hypoalphalipoproteinemia, Familial"
"107680"	"C1862637"	"APOA1/APOC3 FUSION GENE"
"107680"	"C4015830"	"APOLIPOPROTEIN A-I (MILANO) PHENOTYPE"
"107680"	"C4015831"	"APOLIPOPROTEIN A-I (MARBURG) PHENOTYPE"
"107680"	"C4015832"	"APOLIPOPROTEIN A-I (MUNSTER4) PHENOTYPE"
"107680"	"C4015833"	"APOLIPOPROTEIN A-I (GIESSEN) PHENOTYPE"
"107680"	"C4015834"	"APOLIPOPROTEIN A-I (MUNSTER3C) PHENOTYPE"
"107680"	"C4015835"	"APOLIPOPROTEIN A-I (MUNSTER3B) PHENOTYPE"
"107680"	"C4015836"	"AMYLOID POLYNEUROPATHY-NEPHROPATHY, IOWA TYPE"
"107680"	"C4015837"	"APOLIPOPROTEINS A-I AND C-III, COMBINED DEFICIENCY OF"
"107680"	"C4015838"	"APOLIPOPROTEIN A-I, ABSENCE OF, DUE TO DELETION OF APOA1/APOC3/APOA4 GENE COMPLEX"
"107680"	"C4015839"	"APOLIPOPROTEIN A-I (BALTIMORE) PHENOTYPE"
"107680"	"C4015840"	"CORNEAL CLOUDING DUE TO APOLIPOPROTEIN A-I DEFICIENCY"
"107680"	"C4015841"	"XANTHELASMAS, PERIORBITAL"
"107680"	"C4015842"	"AMYLOIDOSIS, HEPATIC AND SYSTEMIC"
"107680"	"C4015843"	"AMYLOIDOSIS, CARDIAC AND CUTANEOUS"
"107680"	"C4017418"	"AMYLOIDOSIS IV, FORMERLY"
"107680"	"C4017419"	"HIGH DENSITY LIPOPROTEIN DEFICIENCY, DETROIT TYPE"
"107680"	"C4017420"	"HDL DEFICIENCY, DETROIT TYPE"
"107680"	"C4017713"	"APOLIPOPROTEIN A-I (NORWAY) PHENOTYPE"
"107670"	"C1412469"	"APOA2 gene"
"107670"	"C3888202"	"APOLIPOPROTEIN A-II DEFICIENCY"
"107670"	"C4015828"	"APOLIPOPROTEIN A-II DEFICIENCY, FAMILIAL, DUE TO APOA-II (HIROSHIMA)"
"107670"	"C4015829"	"HYPERCHOLESTEROLEMIA, FAMILIAL, MODIFICATION OF"
"614028"	"C3151467"	"Apolipoprotein C-III Deficiency"
"218030"	"C3887949"	"Apparent mineralocorticoid excess"
"207800"	"C0268548"	"Hyperargininemia"
"207900"	"C0268547"	"Argininosuccinic Aciduria"
"613546"	"C1960539"	"Aromatase deficiency"
"139300"	"C1970109"	"AROMATASE EXCESS SYNDROME"
"608643"	"C0342686"	"Aromatic amino acid decarboxylase deficiency"
"608643"	"C1291564"	"Deficiency of aromatic-L-amino-acid decarboxylase"
"107970"	"C0265857"	"Uhl anomaly"
"107970"	"C1862511"	"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 1 (disorder)"
"107970"	"C1862512"	"Cardiomyopathy, Right Ventricular Dilated"
"610193"	"C1857777"	"Arrhythmogenic Right Ventricular Dysplasia, Familial, 10"
"610476"	"C1864850"	"Arrhythmogenic Right Ventricular Dysplasia, Familial, 11"
"610476"	"C4310824"	"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 11, AND MILD PALMOPLANTAR KERATODERMA WITH OR WITHOUT WOOLLY HAIR"
"610476"	"C1864850"	"Arrhythmogenic Right Ventricular Dysplasia, Familial, 11"
"610476"	"C4310824"	"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 11, AND MILD PALMOPLANTAR KERATODERMA WITH OR WITHOUT WOOLLY HAIR"
"611528"	"C1969081"	"Arrhythmogenic Right Ventricular Dysplasia, Familial, 12"
"600996"	"C1832931"	"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 2"
"602086"	"C1865882"	"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 3 (disorder)"
"602087"	"C1865881"	"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 4 (disorder)"
"604400"	"C1858379"	"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 5 (disorder)"
"604401"	"C1858378"	"Arrhythmogenic Right Ventricular Dysplasia, Familial, 6"
"607450"	"C1843896"	"Arrhythmogenic Right Ventricular Dysplasia, Familial, 8"
"609040"	"C1836906"	"Arrhythmogenic Right Ventricular Dysplasia, Familial, 9"
"615616"	"C3810138"	"ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 13"
"208000"	"C1859727"	"Arterial calcification of infancy"
"208000"	"C1859728"	"Coronary Sclerosis, Medial, of Infancy"
"208000"	"C4551985"	"ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 1"
"614473"	"C3276161"	"ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 2"
"208050"	"C1859726"	"ARTERIAL TORTUOSITY SYNDROME"
"108010"	"C0917804"	"Arteriovenous Malformations, Cerebral"
"108010"	"C2676095"	"INTRACRANIAL HEMORRHAGE IN BRAIN ARTERIOVENOUS MALFORMATIONS, SUSCEPTIBILITY TO"
"617468"	"C4479539"	"ARTHROGRYPOSIS MULTIPLEX CONGENITA, NEUROGENIC, WITH MYELIN DEFECT"
"618265"	"C4748872"	"ARTHROGRYPOSIS, CLEFT PALATE, CRANIOSYNOSTOSIS, AND IMPAIRED INTELLECTUAL DEVELOPMENT"
"187370"	"C1861238"	"ARTHROGRYPOSIS, DISTAL, TYPE 10"
"108120"	"C0220662"	"ARTHROGRYPOSIS, DISTAL, TYPE 1"
"614335"	"C3280526"	"ARTHROGRYPOSIS, DISTAL, TYPE 1B"
"193700"	"C0265224"	"Freeman-Sheldon syndrome"
"601680"	"C1834523"	"ARTHROGRYPOSIS, DISTAL, TYPE 2B"
"108120"	"C0220662"	"ARTHROGRYPOSIS, DISTAL, TYPE 1"
"114300"	"C0220666"	"ARTHROGRYPOSIS MULTIPLEX CONGENITA, DISTAL, TYPE IIA"
"108145"	"C1862472"	"Oculomelic amyoplasia"
"615065"	"C3554415"	"Distal arthrogryposis type 5D"
"617146"	"C4310692"	"ARTHROGRYPOSIS, DISTAL, WITH IMPAIRED PROPRIOCEPTION AND TOUCH"
"208085"	"C1859722"	"Arthrogryposis, renal dysfunction, and cholestasis 1"
"208085"	"C4551984"	"Arthrogryposis with renal dysfunction and cholestasis syndrome"
"613404"	"C3150672"	"ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS 2"
"208230"	"C0432215"	"Progressive pseudorheumatoid dysplasia"
"301835"	"C0796028"	"ATAXIA, FATAL X-LINKED, WITH DEAFNESS AND LOSS OF VISION"
"615574"	"C3809971"	"ASPARAGINE SYNTHETASE DEFICIENCY"
"614419"	"C3280741"	"ASPARTATE AMINOTRANSFERASE, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1"
"208400"	"C0268225"	"Aspartylglucosaminuria"
"208400"	"C2931840"	"Aspartylglucosamidase (AGA) deficiency"
"271400"	"C0685889"	"Splenic Hypoplasia"
"208550"	"C1858067"	"ASTHMA AND NASAL POLYPS"
"208550"	"C1859648"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"208550"	"C1876174"	"ASTHMA, ASPIRIN-INDUCED, SUSCEPTIBILITY TO"
"277460"	"C1848533"	"Ataxia with vitamin E deficiency"
"601238"	"C1832585"	"CEREBELLAR ATAXIA, CAYMAN TYPE"
"208920"	"C1859598"	"ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA"
"609033"	"C1836916"	"POSTERIOR COLUMN ATAXIA WITH RETINITIS PIGMENTOSA"
"608984"	"C1837015"	"ATAXIA, SENSORY, AUTOSOMAL DOMINANT"
"615217"	"C3554690"	"ATAXIA-OCULOMOTOR APRAXIA 3"
"616267"	"C4225397"	"ATAXIA-OCULOMOTOR APRAXIA 4"
"159550"	"C1327919"	"Myelocerebellar Disorder"
"208900"	"C0004135"	"Ataxia Telangiectasia"
"208900"	"C1876175"	"Ataxia-Telangiectasia Variant"
"604391"	"C1858391"	"ATAXIA-TELANGIECTASIA-LIKE DISORDER"
"604391"	"C4012790"	"Ataxia-Telangiectasisa-Like Disorder 1"
"108720"	"C0265283"	"Atelosteogenesis, type 1"
"256050"	"C1850554"	"Atelosteogenesis type 2"
"256050"	"C1850555"	"De La Chapelle Dysplasia"
"108721"	"C3668942"	"Atelosteogenesis Type 3"
"601536"	"C1832215"	"Athabaskan brainstem dysgenesis"
"601536"	"C1832216"	"Bosley-Salih-Alorainy Syndrome"
"209300"	"C0521802"	"Congenital atransferrinemia"
"209300"	"C3277918"	"TRANSFERRIN SERUM LEVEL QUANTITATIVE TRAIT LOCUS 1"
"608583"	"C1843687"	"ATRIAL FIBRILLATION, FAMILIAL, 1 (disorder)"
"614022"	"C3151464"	"ATRIAL FIBRILLATION, FAMILIAL, 10"
"614049"	"C3279693"	"ATRIAL FIBRILLATION, FAMILIAL, 11"
"614050"	"C3279695"	"ATRIAL FIBRILLATION, FAMILIAL, 12"
"615377"	"C3809311"	"ATRIAL FIBRILLATION, FAMILIAL, 13"
"615378"	"C3809312"	"ATRIAL FIBRILLATION, FAMILIAL, 14"
"613120"	"C2751088"	"Brugada Syndrome 7"
"613120"	"C4013699"	"ATRIAL FIBRILLATION, FAMILIAL, 16"
"611819"	"C2678484"	"Long Qt Syndrome 10"
"611819"	"C4013560"	"ATRIAL FIBRILLATION, FAMILIAL, 17"
"608988"	"C1837812"	"Atrial Fibrillation, Familial, 2"
"607554"	"C1837014"	"Atrial Fibrillation, Familial, 3"
"611493"	"C1862394"	"Atrial Fibrillation, Familial, 4"
"612201"	"C2677294"	"Atrial Fibrillation, Familial, 6"
"612240"	"C2677106"	"Atrial Fibrillation, Familial, 7"
"613055"	"C2751607"	"Atrial Fibrillation, Familial, 8"
"613980"	"C3151431"	"ATRIAL FIBRILLATION, FAMILIAL, 9"
"108800"	"C0344735"	"Partial atrioventricular canal"
"108800"	"C1862389"	"ATRIAL SEPTAL DEFECT 1"
"108800"	"C1862391"	"ASD I"
"108800"	"C1862392"	"Atrial Septal Defect, Secundum Type"
"108800"	"C1862393"	"ASD II"
"607941"	"C1842778"	"Atrial septal defect 2"
"614089"	"C3279790"	"Atrial Septal Defect 3"
"611363"	"C1969657"	"Atrial Septal Defect 4"
"612794"	"C2748552"	"Atrial Septal Defect 5"
"613087"	"C2751315"	"Atrial Septal Defect 6"
"108900"	"C3276096"	"ATRIAL SEPTAL DEFECT 7 WITH OR WITHOUT ATRIOVENTRICULAR CONDUCTION DEFECTS"
"614433"	"C3280790"	"ATRIAL SEPTAL DEFECT 8"
"614475"	"C3280943"	"ATRIAL SEPTAL DEFECT 9"
"615745"	"C3810401"	"ATRIAL STANDSTILL 2"
"108770"	"C1838539"	"CARDIOMYOPATHY, FAMILIAL, WITH CONDUCTION DISTURBANCE"
"108770"	"C4551959"	"ATRIAL STANDSTILL 1"
"209500"	"C1859592"	"ATRICHIA WITH PAPULAR LESIONS"
"600309"	"C3275750"	"ATRIOVENTRICULAR SEPTAL DEFECT 3"
"614430"	"C3280781"	"ATRIOVENTRICULAR SEPTAL DEFECT 4"
"614474"	"C3280939"	"ATRIOVENTRICULAR SEPTAL DEFECT 5"
"606217"	"C1853508"	"ATRIOVENTRICULAR SEPTAL DEFECT, SUSCEPTIBILITY TO, 2"
"606217"	"C1853509"	"Atrioventricular Septal Defect, Partial, with Heterotaxy Syndrome"
"616580"	"C4225274"	"AU-KLINE SYNDROME"
"617717"	"C4521678"	"AUDITORY NEUROPATHY AND OPTIC ATROPHY"
"609129"	"C1836743"	"AUDITORY NEUROPATHY, AUTOSOMAL DOMINANT, 1"
"601071"	"C1832828"	"Deafness, Autosomal Recessive 9"
"601071"	"C1832830"	"Auditory Neuropathy, Nonsyndromic Recessive"
"607842"	"C1842937"	"AURAL ATRESIA, CONGENITAL"
"602483"	"C4551996"	"Auriculocondylar syndrome 1"
"614669"	"C3553404"	"AURICULOCONDYLAR SYNDROME 2"
"615706"	"C3810332"	"AURICULOCONDYLAR SYNDROME 3"
"615952"	"C4014795"	"AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 1"
"617006"	"C4310768"	"AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 2"
"613385"	"C3150649"	"AUTOIMMUNE DISEASE, MULTISYSTEM, WITH FACIAL DYSMORPHISM"
"601859"	"C1328840"	"Autoimmune Lymphoproliferative Syndrome"
"601859"	"C1866119"	"Autoimmune Lymphoproliferative Syndrome, Type IA"
"601859"	"C1866120"	"Autoimmune Lymphoproliferative Syndrome, Type IB"
"601859"	"C1866121"	"Autoimmune Lymphoproliferative Syndrome, Type I, Autosomal Recessive"
"601859"	"C1328840"	"Autoimmune Lymphoproliferative Syndrome"
"601859"	"C1866119"	"Autoimmune Lymphoproliferative Syndrome, Type IA"
"601859"	"C1866120"	"Autoimmune Lymphoproliferative Syndrome, Type IB"
"601859"	"C1866121"	"Autoimmune Lymphoproliferative Syndrome, Type I, Autosomal Recessive"
"603909"	"C1858968"	"Autoimmune Lymphoproliferative Syndrome, Type IIA"
"615559"	"C3809928"	"AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE III"
"616100"	"C4015214"	"CTLA4 Haploinsufficiency"
"240300"	"C0085859"	"Polyglandular Type I Autoimmune Syndrome"
"240300"	"C1855868"	"Polyglandular Deficiency Syndrome, Persian-Jewish Type"
"240300"	"C1855869"	"Autoimmune Polyendocrinopathy Syndrome, Type I, Autosomal Dominant"
"617388"	"C4479278"	"AUTOINFLAMMATION WITH ARTHRITIS AND DYSKERATOSIS"
"616050"	"C4015067"	"AUTOINFLAMMATION WITH INFANTILE ENTEROCOLITIS"
"614878"	"C3553961"	"AUTOINFLAMMATION, ANTIBODY DEFICIENCY, AND IMMUNE DYSREGULATION, PLCG2-ASSOCIATED"
"617099"	"C4310614"	"OTULIN-related autoinflammatory syndrome"
"616744"	"C4225218"	"AUTOINFLAMMATORY SYNDROME, FAMILIAL, BEHCET-LIKE"
"126452"	"C1333254"	"DRD4 gene"
"126452"	"C4016022"	"AUTONOMIC NERVOUS SYSTEM DYSFUNCTION"
"126452"	"C4016023"	"DOPAMINE RECEPTOR D4 POLYMORPHISM"
"126452"	"C4016024"	"ATTENTION DEFICIT-HYPERACTIVITY DISORDER, SUSCEPTIBILITY TO"
"608805"	"C0410480"	"Avascular Necrosis of Femur Head"
"608805"	"C4551562"	"AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 1"
"180500"	"C3714873"	"Axenfeld-Rieger Syndrome, Type 1"
"602482"	"C2678503"	"AXENFELD-RIEGER SYNDROME, TYPE 3"
"601088"	"C1832812"	"Cataracts, Congenital, with Sensorineural Deafness, Down Syndrome-Like Facial Appearance, Short Stature, and Mental Retardation"
"616452"	"C4551967"	"B-CELL EXPANSION WITH NFKB AND T-CELL ANERGY"
"601406"	"C1332400"	"BCL7A gene"
"615485"	"C3809650"	"BAINBRIDGE-ROPERS SYNDROME"
"618218"	"C4748715"	"BAKER-GORDON SYNDROME"
"218600"	"C0265308"	"Baller-Gerold syndrome"
"241850"	"C1855794"	"Bamforth syndrome"
"600348"	"C4284594"	"BAND HETEROTOPIA"
"243310"	"C1853623"	"Fryns-Aftimos Syndrome"
"243310"	"C1855722"	"Iris Coloboma with Ptosis, Hypertelorism, and Mental Retardation"
"614583"	"C3281235"	"BARAITSER-WINTER SYNDROME 2"
"209885"	"C1319466"	"Barber Say syndrome"
"209900"	"C2936862"	"Bardet-Biedl syndrome 1 (disorder)"
"615987"	"C1859568"	"BARDET-BIEDL SYNDROME 10"
"615989"	"C1859570"	"BARDET-BIEDL SYNDROME 12"
"615990"	"C2673873"	"BARDET-BIEDL SYNDROME 13"
"615993"	"C3889474"	"BARDET-BIEDL SYNDROME 16"
"615994"	"C3714980"	"BARDET-BIEDL SYNDROME 17"
"615981"	"C2936863"	"Bardet-Biedl syndrome 2 (disorder)"
"617406"	"C4319932"	"BARDET-BIEDL SYNDROME 21"
"600151"	"C1859564"	"Bardet-Biedl syndrome 3"
"615982"	"C2936864"	"Bardet-Biedl syndrome 4 (disorder)"
"615983"	"C3892039"	"BARDET-BIEDL SYNDROME 5"
"605231"	"C1858054"	"BARDET-BIEDL SYNDROME 6"
"615984"	"C1859565"	"BARDET-BIEDL SYNDROME 7"
"615985"	"C1859566"	"BARDET-BIEDL SYNDROME 8"
"615986"	"C1859567"	"BARDET-BIEDL SYNDROME 9"
"604571"	"C1858266"	"Bare Lymphocyte Syndrome, Type I"
"604571"	"C1858266"	"Bare Lymphocyte Syndrome, Type I"
"604571"	"C1858266"	"Bare Lymphocyte Syndrome, Type I"
"209920"	"C1859534"	"Bare Lymphocyte Syndrome, Type II, Complementation Group A"
"209920"	"C1859535"	"Bare Lymphocyte Syndrome, Type II, Complementation Group B"
"209920"	"C1859536"	"Bare Lymphocyte Syndrome, Type II, Complementation Group C"
"209920"	"C1859537"	"Bare Lymphocyte Syndrome, Type II, Complementation Group D"
"209920"	"C1859538"	"Bare Lymphocyte Syndrome, Type II, Complementation Group E"
"209920"	"C2931418"	"Bare lymphocyte syndrome 2"
"209920"	"C1859534"	"Bare Lymphocyte Syndrome, Type II, Complementation Group A"
"209920"	"C1859535"	"Bare Lymphocyte Syndrome, Type II, Complementation Group B"
"209920"	"C1859536"	"Bare Lymphocyte Syndrome, Type II, Complementation Group C"
"209920"	"C1859537"	"Bare Lymphocyte Syndrome, Type II, Complementation Group D"
"209920"	"C1859538"	"Bare Lymphocyte Syndrome, Type II, Complementation Group E"
"209920"	"C2931418"	"Bare lymphocyte syndrome 2"
"209920"	"C1859534"	"Bare Lymphocyte Syndrome, Type II, Complementation Group A"
"209920"	"C1859535"	"Bare Lymphocyte Syndrome, Type II, Complementation Group B"
"209920"	"C1859536"	"Bare Lymphocyte Syndrome, Type II, Complementation Group C"
"209920"	"C1859537"	"Bare Lymphocyte Syndrome, Type II, Complementation Group D"
"209920"	"C1859538"	"Bare Lymphocyte Syndrome, Type II, Complementation Group E"
"209920"	"C2931418"	"Bare lymphocyte syndrome 2"
"209920"	"C1859534"	"Bare Lymphocyte Syndrome, Type II, Complementation Group A"
"209920"	"C1859535"	"Bare Lymphocyte Syndrome, Type II, Complementation Group B"
"209920"	"C1859536"	"Bare Lymphocyte Syndrome, Type II, Complementation Group C"
"209920"	"C1859537"	"Bare Lymphocyte Syndrome, Type II, Complementation Group D"
"209920"	"C1859538"	"Bare Lymphocyte Syndrome, Type II, Complementation Group E"
"209920"	"C2931418"	"Bare lymphocyte syndrome 2"
"614266"	"C0004763"	"Barrett Esophagus"
"614266"	"C0279628"	"Adenocarcinoma Of Esophagus"
"614266"	"C0004763"	"Barrett Esophagus"
