MESH_SCR_ID	MESH_SCR_NAME	MESH_ID
C535396	Giant cell chondrodysplasia	D010009
C535393	Friedreich-Like Ataxia	D001259
C535393	Friedreich-Like Ataxia	D014811
C535395	Atelosteogenesis De La Chapelle Type	D010009
C563798	Nephropathy with Pretibial Epidermolysis Bullosa and Deafness	D004820
C563798	Nephropathy with Pretibial Epidermolysis Bullosa and Deafness	D006319
C563798	Nephropathy with Pretibial Epidermolysis Bullosa and Deafness	D007674
C563789	Waardenburg-Shah Syndrome, Neurologic Variant	D006627
C563789	Waardenburg-Shah Syndrome, Neurologic Variant	D011115
C563789	Waardenburg-Shah Syndrome, Neurologic Variant	D014849
C563789	Waardenburg-Shah Syndrome, Neurologic Variant	D020271
C535766	Czech Dysplasia	D010009
C535766	Czech Dysplasia	D014034
C563788	Corneal Dystrophy, Posterior Polymorphous, 3	D003317
C563750	Progressive External Ophthalmoplegia, Autosomal Dominant, 2	D017246
C563747	Progressive External Ophthalmoplegia, Autosomal Dominant, 3	D017246
C563753	Spinocerebellar Ataxia, Autosomal Recessive 7	D020754
C563754	Li-Fraumeni Syndrome 3	D016864
C563756	Stuttering, Familial Persistent 2	D013342
C537303	Griscelli Syndrome, Type 3	D010859
C537303	Griscelli Syndrome, Type 3	D016116
C536130	Diamond-Blackfan Anemia, 2	D029503
C567281	Diamond-Blackfan Anemia 4	D029503
C567647	Hypophosphatemic Rickets, Autosomal Recessive, 2	D053098
C535311	Optic atrophy plus syndrome	D002819
C535311	Optic atrophy plus syndrome	D008661
C535311	Optic atrophy plus syndrome	D009896
C535311	Optic atrophy plus syndrome	D015419
C537769	Waardenburg anophthalmia syndrome	D014849
C564069	Mental Retardation, X-Linked, Syndromic, Ube2a-Related	D038901
C564065	Retinitis Pigmentosa, X-Linked Recessive, 6	D012174
C564065	Retinitis Pigmentosa, X-Linked Recessive, 6	D040181
C564063	Rett Syndrome, Preserved Speech Variant	D015518
C564058	Turner Syndrome-Associated Neurocognitive Phenotype	D014424
C536692	Familial spastic paraparesis and deafness	D000326
C536692	Familial spastic paraparesis and deafness	D003638
C536692	Familial spastic paraparesis and deafness	D009128
C536692	Familial spastic paraparesis and deafness	D010243
C536692	Familial spastic paraparesis and deafness	D040181
C564054	Midline Defects, X-Linked	D009436
C564054	Midline Defects, X-Linked	D040181
C564053	Thrombocytopenia, X-Linked, Intermittent	D013921
C564053	Thrombocytopenia, X-Linked, Intermittent	D040181
C564050	Thrombocytopenia with Beta-Thalassemia, X-Linked	D006461
C564050	Thrombocytopenia with Beta-Thalassemia, X-Linked	D013921
C564050	Thrombocytopenia with Beta-Thalassemia, X-Linked	D017086
C564050	Thrombocytopenia with Beta-Thalassemia, X-Linked	D040181
C563959	IDDM4	D003922
C563961	Neurosensory Nonsyndromic Recessive Deafness 3	D006319
C563965	Peroxisome Biogenesis Disorder, Complementation Group J	D018901
C563978	Ichthyosis Exfoliativa	D007057
C536465	Waardenburg Syndrome, Type IIB	D014849
C563997	Dysphasia, Familial Developmental	D001037
C567254	Diamond-Blackfan Anemia 7	D029503
C567280	Dba5	D029503
C564972	Myopathy with Exercise Intolerance, Swedish Type	D000140
C564972	Myopathy with Exercise Intolerance, Swedish Type	D009135
C537523	Mixed sclerosing bone dysplasia and mental retardation	D001847
C537523	Mixed sclerosing bone dysplasia and mental retardation	D008607
C537523	Mixed sclerosing bone dysplasia and mental retardation	D012598
C536106	Muscle Hypertrophy Syndrome	D006984
C536106	Muscle Hypertrophy Syndrome	D009135
C536841	Encephalopathy, familial, with Collins bodies	D004831
C536841	Encephalopathy, familial, with Collins bodies	D020271
C535378	Arthrogryposis Multiplex Congenita, Distal, Type I	D001176
C535523	Spinocerebellar ataxia infantile with sensory neuropathy	D013132
C567632	Pituitary Hormone Deficiency, Combined, 5	D025962
C536317	PEHO-Like Syndrome	D001929
C536317	PEHO-Like Syndrome	D009896
C536317	PEHO-Like Syndrome	D013036
C536317	PEHO-Like Syndrome	D019636
C538344	Navajo Familial Neurogenic Arthropathy	D008107
C538344	Navajo Familial Neurogenic Arthropathy	D010523
C538344	Navajo Familial Neurogenic Arthropathy	D020271
C538344	Navajo Familial Neurogenic Arthropathy	D028361
C564969	Multiminicore Disease With External Ophthalmoplegia	D009886
C564969	Multiminicore Disease With External Ophthalmoplegia	D019837
C564969	Multiminicore Disease With External Ophthalmoplegia	D020914
C564395	Myoclonic Epilepsy Myopathy Sensory Ataxia	D004827
C564395	Myoclonic Epilepsy Myopathy Sensory Ataxia	D020754
C564395	Myoclonic Epilepsy Myopathy Sensory Ataxia	D028361
C536416	Juvenile Primary Lateral Sclerosis	D016472
C535388	X-linked fatal ataxia with deafness and loss of vision	D001259
C535388	X-linked fatal ataxia with deafness and loss of vision	D040181
C535388	X-linked fatal ataxia with deafness and loss of vision	D054062
C537297	Epilepsy, Lateral Temporal Lobe, Autosomal Dominant	D012893
C537297	Epilepsy, Lateral Temporal Lobe, Autosomal Dominant	D017034
C536573	Boomerang-like skeletal dysplasia	D004392
C536573	Boomerang-like skeletal dysplasia	D010009
C536573	Boomerang-like skeletal dysplasia	D019066
C536607	Autosomal recessive Brody myopathy	D009224
C565238	Parkinson Disease 7, Autosomal Recessive Early-Onset	D010300
C567841	Ventricular Fibrillation, Paroxysmal Familial, 2	D014693
C567839	Multiple Synostoses Syndrome 3	D013580
C567593	Fragile X Premature Ovarian Failure	D005600
C567593	Fragile X Premature Ovarian Failure	D016649
C567838	Pof7	D016649
C564476	Premature Ovarian Failure 2b	D016649
C564498	Premature Ovarian Failure 2a	D016649
C564498	Premature Ovarian Failure 2a	D040181
C567835	Cataract, Autosomal Recessive Congenital 3	D002386
C535588	CPT 1A Deficiency	D002334
C535588	CPT 1A Deficiency	D007003
C535588	CPT 1A Deficiency	D008052
C566343	Myopathy, Proximal, with Early Respiratory Muscle Involvement	D009135
C566343	Myopathy, Proximal, with Early Respiratory Muscle Involvement	D012131
C566343	Myopathy, Proximal, with Early Respiratory Muscle Involvement	D030342
C564874	Pterygium, Popliteal, Lethal Type	D002971
C564874	Pterygium, Popliteal, Lethal Type	D002972
C564874	Pterygium, Popliteal, Lethal Type	D005124
C564874	Pterygium, Popliteal, Lethal Type	D007717
C564874	Pterygium, Popliteal, Lethal Type	D013576
C565384	Premature Chromosome Condensation Syndrome	D008831
C565437	Split-Hand Foot Malformation 3	D008844
C565437	Split-Hand Foot Malformation 3	D017880
C535902	Muscular Dystrophy, Limb-Girdle, Type 2E	D058088
C576976	Hypothyroidism, Nonautoimmune	D003409
C576976	Hypothyroidism, Nonautoimmune	D011989
C537805	Male pseudohermaphroditism with gynecomastia	D006177
C537805	Male pseudohermaphroditism with gynecomastia	D015067
C537805	Male pseudohermaphroditism with gynecomastia	D043202
C537805	Male pseudohermaphroditism with gynecomastia	D058490
C579849	15q24 Deletion	D002872
C579849	15q24 Deletion	D002884
C579849	15q24 Deletion	D008607
C579849	15q24 Deletion	D025063
C535765	Cystinosis, benign, nonnephropathic	D003554
C535680	Axenfeld-Rieger Syndrome, Type 2	D000869
C535680	Axenfeld-Rieger Syndrome, Type 2	D005124
C537394	Neuronal Intestinal Dysplasia, Type B	D007410
C537394	Neuronal Intestinal Dysplasia, Type B	D009422
C580539	Idiopathic Infantile Nystagmus	D020417
C580539	Idiopathic Infantile Nystagmus	D040181
C564185	Beukes Familial Hip Dysplasia	D006618
C564185	Beukes Familial Hip Dysplasia	D007592
C564185	Beukes Familial Hip Dysplasia	D010009
C579754	abc disease	D009369
C536075	Wagner vitreoretinal degeneration	D012162
C536075	Wagner vitreoretinal degeneration	D053675
C535776	Weissenbacher-Zweymüller Syndrome	D010009
C535776	Weissenbacher-Zweymüller Syndrome	D010855
C580551	Y Chromosome-Related Azoospermia	D053713
C536722	Zap70-Related Severe Combined Immunodeficiency	D016511
C536722	Zap70-Related Severe Combined Immunodeficiency	D051746
C535992	Xerodermic idiocy of de Sanctis and Cacchione	D004392
C535992	Xerodermic idiocy of de Sanctis and Cacchione	D007006
C535992	Xerodermic idiocy of de Sanctis and Cacchione	D008607
C535992	Xerodermic idiocy of de Sanctis and Cacchione	D014983
C580533	Chondrodysplasia Punctata 1, X-Linked	D002806
C580533	Chondrodysplasia Punctata 1, X-Linked	D040181
C548033	ADMCKD2	D016891
C548033	ADMCKD2	D058949
C567067	Phosphoglycerate Kinase Deficiency	D008661
C567067	Phosphoglycerate Kinase Deficiency	D010735
C567067	Phosphoglycerate Kinase Deficiency	D040181
C563627	Thanatophoric Dysplasia, Luton Variant	D013796
C538133	Lactate Dehydrogenase A Deficiency	D006008
C538133	Lactate Dehydrogenase A Deficiency	D007770
C567273	Dyschromatosis Universalis Hereditaria 1	D010859
C567273	Dyschromatosis Universalis Hereditaria 1	D012873
C537487	Natal teeth and steatocystoma multiplex	D009264
C537487	Natal teeth and steatocystoma multiplex	D062685
C567194	Dyschromatosis Universalis Hereditaria 2	D010859
C567194	Dyschromatosis Universalis Hereditaria 2	D012873
C536084	Sidransky Feinstein Goodman syndrome	D002610
C536084	Sidransky Feinstein Goodman syndrome	D005138
C536084	Sidransky Feinstein Goodman syndrome	D007057
C536084	Sidransky Feinstein Goodman syndrome	D019465
C566605	Cleft Lip with or without Cleft Palate, Nonsyndromic, 10	D002971
C566605	Cleft Lip with or without Cleft Palate, Nonsyndromic, 10	D002972
C566039	Colon Cancer, Hereditary Nonpolyposis, Type 6	D003123
C537791	Atypical osteomalacia involving the axial skeleton	D010018
C565486	Gulo, Nonfunctional	D008661
C565659	Cysteine Peptiduria	D000592
C565696	Kallmann Syndrome 4	D017436
C566574	SEMD, Missouri Type	D010009
C566594	Friedreich Ataxia 2	D005621
C566690	SSS-Myopia Syndrome	D009216
C566690	SSS-Myopia Syndrome	D012804
C567220	Kallmann Syndrome 5	D017436
C567199	Kallmann Syndrome 6	D017436
C567357	Birk-Barel Syndrome	D008607
C567357	Birk-Barel Syndrome	D009123
C567357	Birk-Barel Syndrome	D019465
C567558	SEMD, Aggrecan Type	D001848
C567558	SEMD, Aggrecan Type	D019465
C531689	Acute cerebral Gaucher disease	D005776
C538620	Acute brachial neuritis syndrome	D020968
C538367	Retinopathy pigmentary mental retardation	D008607
C538367	Retinopathy pigmentary mental retardation	D008831
C538367	Retinopathy pigmentary mental retardation	D012174
C536143	Megalocornea-macrocephaly-mental and motor retardation (MMMM) syndrome	D002547
C536143	Megalocornea-macrocephaly-mental and motor retardation (MMMM) syndrome	D003316
C536143	Megalocornea-macrocephaly-mental and motor retardation (MMMM) syndrome	D008607
C536143	Megalocornea-macrocephaly-mental and motor retardation (MMMM) syndrome	D058627
C536232	Ohdo Madokoro Sonoda syndrome	D000015
C536232	Ohdo Madokoro Sonoda syndrome	D001763
C536232	Ohdo Madokoro Sonoda syndrome	D006330
C536232	Ohdo Madokoro Sonoda syndrome	D008607
C536232	Ohdo Madokoro Sonoda syndrome	D016569
C562907	Onychodystrophy Totalis, Isolated	D009260
C562907	Onychodystrophy Totalis, Isolated	D009264
C538241	Generalized enamel hypoplasia and renal dysfunction	D000567
C538241	Generalized enamel hypoplasia and renal dysfunction	D009397
C563221	Mydriasis, Congenital	D015785
C563221	Mydriasis, Congenital	D015878
C563426	Cataract, Pulverulent	D002386
C563426	Cataract, Pulverulent	D015785
C562377	Chinese Restaurant Syndrome	D000592
C579395	Ruvalcaba Syndrome	D000015
C579395	Ruvalcaba Syndrome	D004392
C579395	Ruvalcaba Syndrome	D010007
C579395	Ruvalcaba Syndrome	D019066
C579395	Ruvalcaba Syndrome	D050279
C535842	Thyroiditis, Chronic	D013966
C535842	Thyroiditis, Chronic	D050031
C536136	Idiopathic mediastinal fibrosis	D008480
C536136	Idiopathic mediastinal fibrosis	D012598
C557818	Orofaciodigital syndrome with retinal abnormalities	D009958
C557818	Orofaciodigital syndrome with retinal abnormalities	D012873
C536420	Primrose syndrome	D000015
C536420	Primrose syndrome	D002114
C536420	Primrose syndrome	D004427
C536420	Primrose syndrome	D008607
C536420	Primrose syndrome	D009133
C564174	Orthostatic Hypotensive Disorder	D007024
C564640	Nephronophthisis 4, Juvenile	D052177
C565780	Nephronophthisis, Adolescent	D052177
C566582	Nephronophthisis, Infantile	D052177
C566930	Nephronophthisis 7	D052177
C564750	Vascular Hyalinosis	D003967
C564750	Vascular Hyalinosis	D007410
C564750	Vascular Hyalinosis	D012868
C564750	Vascular Hyalinosis	D014652
C564750	Vascular Hyalinosis	D015785
C565017	Fibrinolytic Defect	D001778
C565026	Proaccelerin Excess	D019851
C565121	Deafness, Progressive Low Tone	D006319
C565081	Snub-Nosed Type of Dwarfism	D004392
C537260	Congenital koilonychia	D009264
C538196	Atlantoaxial joint fusion	D000013
C538196	Atlantoaxial joint fusion	D001268
C538177	Schinzel syndrome 1	D055673
C536937	Schinzel syndrome	D000015
C536937	Schinzel syndrome	D001941
C536937	Schinzel syndrome	D014457
C538306	Tetrasomy 18p	D000782
C538306	Tetrasomy 18p	D002887
C562657	Spr Deficiency	D004421
C562657	Spr Deficiency	D008661
C562657	Spr Deficiency	D011596
C537776	Anterior spinal artery stroke	D020760
C535284	Humeroradial Synostosis	D006811
C535284	Humeroradial Synostosis	D011884
C535284	Humeroradial Synostosis	D013580
C536311	Triphalangeal Thumb with Polysyndactyly	D000013
C536311	Triphalangeal Thumb with Polysyndactyly	D008342
C538682	FNEPPK	D010212
C538682	FNEPPK	D015776
C564372	Leukoencephalopathy With Axenfeld-Rieger Anomaly	D012161
C564372	Leukoencephalopathy With Axenfeld-Rieger Anomaly	D012166
C564372	Leukoencephalopathy With Axenfeld-Rieger Anomaly	D056784
C537459	Cerebral Amyloid Angiopathy, Gsn-Related	D000686
C537459	Cerebral Amyloid Angiopathy, Gsn-Related	D003317
C536140	Nance-Insley syndrome	D004392
C536140	Nance-Insley syndrome	D010009
C535658	Acromesomelic Dwarfism	D004392
C535658	Acromesomelic Dwarfism	D010009
C537627	Haim-Munk syndrome	D010214
C537627	Haim-Munk syndrome	D030981
C538353	Myotonia, Potassium-Aggravated	D009224
C536387	Faciothoracogenital Syndrome	D000015
C536387	Faciothoracogenital Syndrome	D005145
C536387	Faciothoracogenital Syndrome	D005835
C536387	Faciothoracogenital Syndrome	D013909
C536496	Absence of all four limbs with ectodermal dysplasia and lacrimal duct abnormalities	D002658
C536496	Absence of all four limbs with ectodermal dysplasia and lacrimal duct abnormalities	D004476
C536496	Absence of all four limbs with ectodermal dysplasia and lacrimal duct abnormalities	D004480
C536496	Absence of all four limbs with ectodermal dysplasia and lacrimal duct abnormalities	D007765
C564307	Spondyloenchondrodysplasia with Immune Dysregulation	D001327
C564307	Spondyloenchondrodysplasia with Immune Dysregulation	D007153
C564307	Spondyloenchondrodysplasia with Immune Dysregulation	D010009
C536259	Dysharmonic skeletal maturation muscular fibre disproportion	D000015
C536259	Dysharmonic skeletal maturation muscular fibre disproportion	D006130
C536259	Dysharmonic skeletal maturation muscular fibre disproportion	D008607
C536259	Dysharmonic skeletal maturation muscular fibre disproportion	D009123
C536259	Dysharmonic skeletal maturation muscular fibre disproportion	D012640
C537217	Infantile-Onset Ascending Hereditary Spastic Paralysis	D015419
C536065	Otopalatodigital Syndrome, Type I	D006228
C536065	Otopalatodigital Syndrome, Type I	D010009
C536065	Otopalatodigital Syndrome, Type I	D019465
C536562	Non-opposable triphalangeal thumb	D006228
C536562	Non-opposable triphalangeal thumb	D013933
C538277	Prata Liberal Goncalves syndrome	D012600
C538277	Prata Liberal Goncalves syndrome	D013580
C538277	Prata Liberal Goncalves syndrome	D016136
C538277	Prata Liberal Goncalves syndrome	D059327
C567128	SED-BDS	D010009
C567128	SED-BDS	D059327
C565948	MCOPS3	D004933
C565948	MCOPS3	D008850
C565948	MCOPS3	D009421
C537512	Mental retardation, X-linked Hyde-Forster type	D003398
C537512	Mental retardation, X-linked Hyde-Forster type	D038901
C579867	3mga (3-Methylglutaconic Aciduria)	D008661
C538195	Mental retardation, X-linked nonspecific, type 1	D038901
C535808	Dystonia-Deafness Syndrome	D004421
C535808	Dystonia-Deafness Syndrome	D008607
C535808	Dystonia-Deafness Syndrome	D009896
C535808	Dystonia-Deafness Syndrome	D054062
C537979	Familial chronic mucocutaneous candidiasis	D002178
C538004	Torsion dystonia 4, autosomal dominant type	D004422
C536199	Ehlers-Danlos Syndrome, Beasley-Cohen Type	D004535
C536382	Criswick-Schepens syndrome	D010024
C536382	Criswick-Schepens syndrome	D018630
C537147	Hypercalcemia, familial benign, type 3	D006934
C536406	Tremor nystagmus duodenal ulcer	D004381
C536406	Tremor nystagmus duodenal ulcer	D009759
C536847	Hereditary multiple trichodiscomas	D005350
C536847	Hereditary multiple trichodiscomas	D012878
C566038	Tremor of Intention, Ataxia, and Lipofuscinosis	D001259
C566038	Tremor of Intention, Ataxia, and Lipofuscinosis	D008064
C566038	Tremor of Intention, Ataxia, and Lipofuscinosis	D014202
C536545	Tremor familial essential, 1	D020329
C580471	Sebocystomatosis	D062685
C537617	Peters Plus Syndrome	D002971
C537617	Peters Plus Syndrome	D003315
C537617	Peters Plus Syndrome	D006130
C537617	Peters Plus Syndrome	D017880
C536176	Phosphoglycerate Mutase, Muscle, Deficiency of	D007674
C536176	Phosphoglycerate Mutase, Muscle, Deficiency of	D009135
C536176	Phosphoglycerate Mutase, Muscle, Deficiency of	D010736
C535296	San Luis Valley syndrome	D002898
C535296	San Luis Valley syndrome	D025063
C567639	Spondylo-Megaepiphyseal-Metaphyseal Dysplasia	D010009
C567626	Microduplication 3q29 Syndrome	D025063
C567626	Microduplication 3q29 Syndrome	D058674
C564179	Charcot-Marie-Tooth Disease, Foot Deformity of	D002607
C564179	Charcot-Marie-Tooth Disease, Foot Deformity of	D005532
C567624	Mitochondrial Dna Depletion Syndrome, Encephalomyopathic Form, With Methylmalonic Aciduria, Autosomal Recessive	D008661
C567624	Mitochondrial Dna Depletion Syndrome, Encephalomyopathic Form, With Methylmalonic Aciduria, Autosomal Recessive	D017240
C564183	Histiocytic Dermatoarthritis	D001168
C564183	Histiocytic Dermatoarthritis	D012873
C564183	Histiocytic Dermatoarthritis	D015785
