MESH_ID	MESH_NAME	PARENT_MESH_ID	PARENT_MESH_CATEGORY	ROOT_MESH_CATEGORY	LEVEL
D009157	Myasthenia Gravis	D020274	C10.114	C10	1
D009157	Myasthenia Gravis	D020511	C10.668.758	C10	2
D009157	Myasthenia Gravis	D020274	C20.111.258	C20	2
D012797	Sialometaplasia, Necrotizing	D012466	C07.465.815	C07	2
D009155	Mutism	D013064	C10.597.606.150.500.800	C10	5
D009155	Mutism	D013064	C23.888.592.604.150.500.800	C23	6
D009155	Mutism	D065886	F03.625	F03	1
D012798	Sialorrhea	D012466	C07.465.815	C07	2
D012791	Shy-Drager Syndrome	D019578	C10.177.575.550	C10	3
D012791	Shy-Drager Syndrome	D019578	C10.228.140.079.612	C10	4
D012791	Shy-Drager Syndrome	D019578	C10.228.662.550	C10	3
D012791	Shy-Drager Syndrome	D019578	C10.574.625	C10	2
D012791	Shy-Drager Syndrome	D007022	C14.907.514	C14	2
D012790	Shwartzman Phenomenon	D020141	C14.907.454	C14	2
D012790	Shwartzman Phenomenon	D014657	C14.907.940	C14	2
D012790	Shwartzman Phenomenon	D020141	C15.378.463.515	C15	3
D012793	Sialadenitis	D012466	C07.465.815	C07	2
D000788	Angina Pectoris, Variant	D000789	C14.280.647.187.150	C14	4
D000788	Angina Pectoris, Variant	D000789	C14.907.585.187.150	C14	4
D000788	Angina Pectoris, Variant	D000789	C23.888.592.612.233.500.150	C23	6
D000787	Angina Pectoris	D017202	C14.280.647	C14	2
D000787	Angina Pectoris	D017202	C14.907.585	C14	2
D000787	Angina Pectoris	D002637	C23.888.592.612.233	C23	4
D000785	Aneurysm, Infected	D007239	C01.539	C01	1
D000785	Aneurysm, Infected	D000783	C14.907.055	C14	2
D000789	Angina, Unstable	D000787	C14.280.647.187	C14	3
D000789	Angina, Unstable	D000787	C14.907.585.187	C14	3
D000789	Angina, Unstable	D000787	C23.888.592.612.233.500	C23	5
D000784	Aneurysm, Dissecting	D000783	C14.907.055	C14	2
D000783	Aneurysm	D014652	C14.907	C14	1
D000782	Aneuploidy	D002869	C23.550.210	C23	2
D000782	Aneuploidy	D002869	G05.365.590.175	G05	3
D000782	Aneuploidy	D011003	G05.700	G05	1
D012766	Pasteurellosis, Pneumonic	D016871	C01.252.400.700	C01	3
D012766	Pasteurellosis, Pneumonic	D010253	C02.782.580.600.600	C02	4
D012766	Pasteurellosis, Pneumonic	D048090	C08.730.085	C08	2
D012766	Pasteurellosis, Pneumonic	D048090	C22.196.090	C22	2
D009123	Muscle Hypotonia	D020879	C10.597.613	C10	2
D009123	Muscle Hypotonia	D020879	C23.888.592.608	C23	3
D009122	Muscle Hypertonia	D020879	C10.597.613	C10	2
D009122	Muscle Hypertonia	D020879	C23.888.592.608	C23	3
D009120	Muscle Cramp	D009135	C05.651	C05	1
D009120	Muscle Cramp	D020879	C10.597.613	C10	2
D009120	Muscle Cramp	D020879	C23.888.592.608	C23	3
D012769	Shock	D010335	C23.550	C23	1
D000799	Angioedema	D014652	C14.907	C14	1
D000799	Angioedema	D014581	C17.800.862.945	C17	3
D000799	Angioedema	D014581	C20.543.480.904	C20	3
D000798	Angiomatosis	D014652	C14.907	C14	1
D000796	Angiolymphoid Hyperplasia with Eosinophilia	D004802	C15.378.553.231	C15	3
D000796	Angiolymphoid Hyperplasia with Eosinophilia	D006099	C15.604.515.292	C15	3
D000796	Angiolymphoid Hyperplasia with Eosinophilia	D012871	C17.800	C17	1
D000795	Fabry Disease	D013106	C10.228.140.163.100.435.825	C10	6
D000795	Fabry Disease	D059345	C10.228.140.300.275	C10	4
D000795	Fabry Disease	D059345	C14.907.253.329	C14	3
D000795	Fabry Disease	D040181	C16.320.322	C16	2
D000795	Fabry Disease	D013106	C16.320.565.189.435.825	C16	5
D000795	Fabry Disease	D013106	C16.320.565.398.641.803	C16	5
D000795	Fabry Disease	D013106	C16.320.565.595.554.825	C16	5
D000795	Fabry Disease	D013106	C18.452.132.100.435.825	C18	5
D000795	Fabry Disease	D013106	C18.452.584.687.803	C18	4
D000795	Fabry Disease	D013106	C18.452.648.189.435.825	C18	5
D000795	Fabry Disease	D013106	C18.452.648.398.641.803	C18	5
D000795	Fabry Disease	D013106	C18.452.648.595.554.825	C18	5
D000794	Angiokeratoma	D009383	C04.557.645	C04	2
D009128	Muscle Spasticity	D009135	C05.651	C05	1
D009128	Muscle Spasticity	D009122	C10.597.613.550	C10	3
D009128	Muscle Spasticity	D009122	C23.888.592.608.550	C23	4
D000793	Angioid Streaks	D012164	C11.768	C11	1
D009127	Muscle Rigidity	D009135	C05.651	C05	1
D009127	Muscle Rigidity	D009122	C10.597.613.550	C10	3
D009127	Muscle Rigidity	D009122	C23.888.592.608.550	C23	4
D024741	Cardiomyopathy, Hypertrophic, Familial	D002312	C14.280.238.100	C14	3
D024741	Cardiomyopathy, Hypertrophic, Familial	D002312	C14.280.484.150.070.160	C14	5
D024741	Cardiomyopathy, Hypertrophic, Familial	D030342	C16.320	C16	1
D009136	Muscular Dystrophies	D020966	C05.651.534	C05	2
D009136	Muscular Dystrophies	D020966	C10.668.491.175	C10	3
D009136	Muscular Dystrophies	D030342	C16.320	C16	1
D009135	Muscular Diseases	D009140	C05	C05	0
D009135	Muscular Diseases	D009468	C10.668	C10	1
D012778	Short Bowel Syndrome	D008286	C06.405.469.637	C06	3
D012778	Short Bowel Syndrome	D011183	C23.550.767	C23	2
D009134	Muscular Atrophy, Spinal	D013118	C10.228.854	C10	2
D009134	Muscular Atrophy, Spinal	D016472	C10.574.562	C10	2
D009134	Muscular Atrophy, Spinal	D016472	C10.668.467	C10	2
D009133	Muscular Atrophy	D020879	C10.597.613	C10	2
D009133	Muscular Atrophy	D001284	C23.300.070	C23	2
D009133	Muscular Atrophy	D020879	C23.888.592.608	C23	3
D012779	Short Rib-Polydactyly Syndrome	D010009	C05.116.099.708	C05	3
D012779	Short Rib-Polydactyly Syndrome	D017689	C05.660.585.600	C05	3
D012779	Short Rib-Polydactyly Syndrome	D000015	C16.131.077	C16	2
D012779	Short Rib-Polydactyly Syndrome	D017689	C16.131.621.585.600	C16	4
D012770	Shock, Cardiogenic	D009203	C14.280.647.500	C14	3
D012770	Shock, Cardiogenic	D009203	C14.907.585.500	C14	3
D012770	Shock, Cardiogenic	D012769	C23.550.835	C23	2
D012773	Shock, Surgical	D011183	C23.550.767	C23	2
D012773	Shock, Surgical	D012769	C23.550.835	C23	2
D012774	Shock, Traumatic	D012769	C23.550.835	C23	2
D012774	Shock, Traumatic	D014947	C26	C26	0
D012771	Shock, Hemorrhagic	D006470	C23.550.414	C23	2
D012771	Shock, Hemorrhagic	D012769	C23.550.835	C23	2
D012772	Shock, Septic	D018805	C01.539.757	C01	2
D012772	Shock, Septic	D018805	C23.550.470.790.500	C23	4
D012772	Shock, Septic	D018746	C23.550.835.900	C23	3
D009103	Multiple Sclerosis	D020278	C10.114.375	C10	2
D009103	Multiple Sclerosis	D020278	C10.314.350	C10	2
D009103	Multiple Sclerosis	D020278	C20.111.258.250	C20	3
D009102	Multiple Organ Failure	D012769	C23.550.835	C23	2
D009101	Multiple Myeloma	D054219	C04.557.595	C04	2
D009101	Multiple Myeloma	D020141	C14.907.454	C14	2
D009101	Multiple Myeloma	D010265	C15.378.147.780	C15	3
D009101	Multiple Myeloma	D020141	C15.378.463.515	C15	3
D009101	Multiple Myeloma	D008232	C20.683.515	C20	2
D009101	Multiple Myeloma	D010265	C20.683.780	C20	2
D009100	Multiple Carboxylase Deficiency	D000592	C16.320.565.100	C16	3
D009100	Multiple Carboxylase Deficiency	D002239	C16.320.565.202	C16	3
D009100	Multiple Carboxylase Deficiency	D000592	C18.452.648.100	C18	3
D009100	Multiple Carboxylase Deficiency	D002239	C18.452.648.202	C18	3
D012749	Sexually Transmitted Diseases	D007239	C01.539	C01	1
D012749	Sexually Transmitted Diseases	D014777	C02	C02	0
D012749	Sexually Transmitted Diseases	D005832	C12.294	C12	1
D012749	Sexually Transmitted Diseases	D005831	C13.351.500	C13	2
D009107	Mumps	D019351	C02.782.580.600.680	C02	4
D009107	Mumps	D010309	C07.465.815.470.800	C07	4
D009105	Multiple Personality Disorder	D004213	F03.300	F03	1
D009104	Multiple Trauma	D014947	C26	C26	0
D012753	Shared Paranoid Disorder	D012559	F03.700.750	F03	2
D009110	Munchausen Syndrome	D005162	F03.875.375	F03	2
D012757	Sheep Diseases	D000820	C22	C22	0
D012751	Sezary Syndrome	D016410	C04.557.386.480.750.800	C04	5
D012751	Sezary Syndrome	D016410	C15.604.515.569.480.750.800	C15	6
D012751	Sezary Syndrome	D008232	C15.604.515	C15	2
D012751	Sezary Syndrome	D016410	C20.683.515.761.480.750.800	C20	6
D012751	Sezary Syndrome	D008232	C20.683.515	C20	2
D000744	Anemia, Hemolytic, Autoimmune	D000743	C15.378.071.141	C15	3
D000744	Anemia, Hemolytic, Autoimmune	D001327	C20.111	C20	1
D000743	Anemia, Hemolytic	D000740	C15.378.071	C15	2
D000742	Anemia, Dyserythropoietic, Congenital	D000745	C15.378.071.141.150	C15	4
D000742	Anemia, Dyserythropoietic, Congenital	D000745	C16.320.070	C16	2
D000741	Anemia, Aplastic	D000740	C15.378.071	C15	2
D000741	Anemia, Aplastic	D001855	C15.378.190	C15	2
D000748	Anemia, Macrocytic	D000740	C15.378.071	C15	2
D000747	Anemia, Hypochromic	D000740	C15.378.071	C15	2
D000746	Anemia, Hemolytic, Congenital Nonspherocytic	D000745	C15.378.071.141.150	C15	4
D000746	Anemia, Hemolytic, Congenital Nonspherocytic	D000745	C16.320.070	C16	2
D000745	Anemia, Hemolytic, Congenital	D000743	C15.378.071.141	C15	3
D000745	Anemia, Hemolytic, Congenital	D030342	C16.320	C16	1
D012729	Sex Chromosome Aberrations	D002869	C23.550.210	C23	2
D012729	Sex Chromosome Aberrations	D002869	G05.365.590.175	G05	3
D000740	Anemia	D006402	C15.378	C15	1
D000749	Anemia, Megaloblastic	D000748	C15.378.071.252	C15	3
D000755	Anemia, Sickle Cell	D000745	C15.378.071.141.150	C15	4
D000755	Anemia, Sickle Cell	D006453	C15.378.420	C15	2
D000755	Anemia, Sickle Cell	D000745	C16.320.070	C16	2
D000755	Anemia, Sickle Cell	D006453	C16.320.365	C16	2
D000754	Anemia, Refractory, with Excess of Blasts	D000753	C15.378.071.400	C15	3
D000754	Anemia, Refractory, with Excess of Blasts	D000753	C15.378.190.625.062	C15	4
D000753	Anemia, Refractory	D000740	C15.378.071	C15	2
D000753	Anemia, Refractory	D009190	C15.378.190.625	C15	3
D000752	Anemia, Pernicious	D000749	C15.378.071.252.196	C15	4
D000752	Anemia, Pernicious	D014806	C18.654.521.500.133.699.923	C18	6
D000757	Anencephaly	D009436	C10.500.680	C10	2
D000757	Anencephaly	D009008	C16.131.085	C16	2
D000757	Anencephaly	D009436	C16.131.666.680	C16	3
D000756	Anemia, Sideroblastic	D000740	C15.378.071	C15	2
D000756	Anemia, Sideroblastic	D009190	C15.378.190.625	C15	3
D000751	Anemia, Neonatal	D000740	C15.378.071	C15	2
D000751	Anemia, Neonatal	D007232	C16.614	C16	1
D000750	Anemia, Myelophthisic	D000740	C15.378.071	C15	2
D000750	Anemia, Myelophthisic	D009196	C15.378.190.636	C15	3
D012734	Disorders of Sex Development	D014564	C12.706	C12	1
D012734	Disorders of Sex Development	D014564	C13.351.875	C13	2
D012734	Disorders of Sex Development	D014564	C16.131.939	C16	2
D012734	Disorders of Sex Development	D006058	C19.391	C19	1
D012735	Sexual Dysfunction, Physiological	D005832	C12.294	C12	1
D012735	Sexual Dysfunction, Physiological	D005831	C13.351.500	C13	2
D000844	Ankylosis	D007592	C05.550	C05	1
D012829	Silicosis	D011009	C08.381.483.581	C08	3
D012829	Silicosis	D011009	C08.381.520.702	C08	3
D012829	Silicosis	D011009	C24.800	C24	1
D000849	Anomia	D007806	C10.597.606.150.500	C10	4
D000849	Anomia	D007806	C23.888.592.604.150.500	C23	5
D000848	Anodontia	D014071	C07.650.800	C07	2
D000848	Anodontia	D014071	C07.793.700	C07	2
D000848	Anodontia	D014071	C16.131.850.800	C16	3
D000853	Anophthalmos	D005124	C11.250	C11	1
D000853	Anophthalmos	D005124	C16.131.384	C16	2
D024801	Tauopathies	D019636	C10.574	C10	1
D000858	Anovulation	D010049	C13.351.500.056.630	C13	4
D000858	Anovulation	D010049	C19.391.630	C19	2
D000858	Anovulation	D010060	G08.686.784.690	G08	3
D000857	Olfaction Disorders	D012678	C10.597.751	C10	2
D000857	Olfaction Disorders	D012678	C23.888.592.763	C23	3
D000856	Anorexia Nervosa	D001068	F03.400	F03	1
D000855	Anorexia	D012817	C23.888.821	C23	2
D012832	Silo Filler's Disease	D000542	C08.381.483.125	C08	3
D012832	Silo Filler's Disease	D000382	C24.080	C24	1
D012830	Silicotuberculosis	D014397	C01.252.410.040.552.846.899	C01	6
D012830	Silicotuberculosis	D012829	C08.381.483.581.760	C08	4
D012830	Silicotuberculosis	D012829	C08.381.520.702.760	C08	4
D012830	Silicotuberculosis	D014397	C08.381.922	C08	2
D012830	Silicotuberculosis	D014397	C08.730.939	C08	2
D012830	Silicotuberculosis	D012829	C24.800.834	C24	2
D000820	Animal Diseases	D000820	C22	C22	0
D012805	Sickle Cell Trait	D000755	C15.378.071.141.150.150	C15	5
D012805	Sickle Cell Trait	D000755	C15.378.420.155	C15	3
D012805	Sickle Cell Trait	D000755	C16.320.070.150	C16	3
D012805	Sickle Cell Trait	D000755	C16.320.365.155	C16	3
D012806	Siderosis	D011009	C08.381.483.581	C08	3
D012806	Siderosis	D011009	C08.381.520.702	C08	3
D012806	Siderosis	D011009	C24.800	C24	1
D012804	Sick Sinus Syndrome	D001146	C14.280.067.093	C14	3
D012804	Sick Sinus Syndrome	D006327	C14.280.067.558	C14	3
D012804	Sick Sinus Syndrome	D006327	C14.280.123.500	C14	3
D012804	Sick Sinus Syndrome	D001146	C23.550.073.093	C23	3
D012804	Sick Sinus Syndrome	D006327	C23.550.073.425	C23	3
D012818	Signs and Symptoms, Respiratory	D012816	C23.888	C23	1
D012816	Signs and Symptoms	D013568	C23	C23	0
D012817	Signs and Symptoms, Digestive	D012816	C23.888	C23	1
D012810	Sigmoid Diseases	D003108	C06.405.469.158	C06	3
D012811	Sigmoid Neoplasms	D003110	C04.588.274.476.411.307.180	C04	6
D012811	Sigmoid Neoplasms	D003110	C06.301.371.411.307.180	C06	5
D012811	Sigmoid Neoplasms	D003110	C06.405.249.411.307.180	C06	5
D012811	Sigmoid Neoplasms	D003110	C06.405.469.158.356.180	C06	5
D012811	Sigmoid Neoplasms	D012810	C06.405.469.158.850	C06	4
D012811	Sigmoid Neoplasms	D003110	C06.405.469.491.307.180	C06	5
D000839	Aniseikonia	D012030	C11.744	C11	1
D046248	Pyloric Stenosis, Hypertrophic	D011707	C06.405.748.340.690	C06	4
D058226	Plaque, Atherosclerotic	D020763	C23.300	C23	1
D058225	Plaque, Amyloid	D020763	C23.300	C23	1
D058246	Prehypertension	D014652	C14.907	C14	1
D058247	Loose Anagen Hair Syndrome	D000505	C17.800.329.937.122	C17	4
D058247	Loose Anagen Hair Syndrome	D000505	C23.300.035	C23	2
D058249	Birt-Hogg-Dube Syndrome	D009386	C04.700	C04	1
D058249	Birt-Hogg-Dube Syndrome	D009386	C16.320.700	C16	2
D058252	Necrobiotic Xanthogranuloma	D006099	C15.604.515.292	C15	3
D058252	Necrobiotic Xanthogranuloma	D017441	C17.300.200.495	C17	3
D058252	Necrobiotic Xanthogranuloma	D017441	C17.800.550	C17	2
D058252	Necrobiotic Xanthogranuloma	D014973	C18.452.584.750	C18	3
D058252	Necrobiotic Xanthogranuloma	D006099	C23.550.382	C23	2
D058165	22q11 Deletion Syndrome	D019465	C05.660.207	C05	2
D058165	22q11 Deletion Syndrome	D006330	C14.240.400	C14	2
D058165	22q11 Deletion Syndrome	D006330	C14.280.400	C14	2
D058165	22q11 Deletion Syndrome	D044148	C15.604.451	C15	2
D058165	22q11 Deletion Syndrome	D000015	C16.131.077	C16	2
D058165	22q11 Deletion Syndrome	D006330	C16.131.240.400	C16	3
D058165	22q11 Deletion Syndrome	D025063	C16.131.260	C16	2
D058165	22q11 Deletion Syndrome	D044148	C16.131.482	C16	2
D058165	22q11 Deletion Syndrome	D019465	C16.131.621.207	C16	3
D058165	22q11 Deletion Syndrome	D025063	C16.320.180	C16	2
D058165	22q11 Deletion Syndrome	D007011	C19.642.482	C19	2
D010291	Paresis	D009461	C10.597	C10	1
D010291	Paresis	D009461	C23.888.592	C23	2
D058186	Acute Kidney Injury	D051437	C12.777.419.780	C12	3
D058186	Acute Kidney Injury	D051437	C13.351.968.419.780	C13	4
D010282	Parathyroid Neoplasms	D004701	C04.588.322	C04	2
D010282	Parathyroid Neoplasms	D006258	C04.588.443	C04	2
D010282	Parathyroid Neoplasms	D004701	C19.344	C19	1
D010282	Parathyroid Neoplasms	D010279	C19.642	C19	1
D010284	Paratyphoid Fever	D012480	C01.252.400.310.821	C01	4
D010283	Paratuberculosis	D009164	C01.252.410.040.552	C01	4
D010283	Paratuberculosis	D000820	C22	C22	0
D010292	Paresthesia	D020886	C10.597.751.791	C10	3
D010292	Paresthesia	D020886	C23.888.592.763.770	C23	4
D010267	Parapsoriasis	D017444	C17.800.859	C17	2
D010260	Paranoid Personality Disorder	D010554	F03.675	F03	1
D010262	Paraphilic Disorders	D001523	F03	F03	0
D010264	Paraplegia	D010243	C10.597.622	C10	2
D010264	Paraplegia	D010243	C23.888.592.636	C23	3
D010263	Paraphimosis	D010688	C12.294.494.684	C12	3
D010265	Paraproteinemias	D001796	C15.378.147	C15	2
D010265	Paraproteinemias	D007160	C20.683	C20	1
D010279	Parathyroid Diseases	D004700	C19	C19	0
D009298	Nasal Polyps	D009668	C08.460	C08	1
D009298	Nasal Polyps	D009668	C09.603	C09	1
D009298	Nasal Polyps	D011127	C23.300.825	C23	2
D009293	Opioid-Related Disorders	D019966	C25.775	C25	1
D009293	Opioid-Related Disorders	D019966	F03.900	F03	1
D010273	Parasitic Diseases, Animal	D010272	C03	C03	0
D010273	Parasitic Diseases, Animal	D000820	C22	C22	0
D009290	Narcolepsy	D006970	C10.886.425.800.200	C10	4
D009290	Narcolepsy	D006970	F03.870.400.800.200	F03	4
D010272	Parasitic Diseases	D010272	C03	C03	0
D010246	Paralysis, Obstetric	D001720	C16.614.131	C16	2
D010246	Paralysis, Obstetric	D001720	C26.141	C26	1
D010245	Paralyses, Familial Periodic	D009135	C05.651	C05	1
D010245	Paralyses, Familial Periodic	D009135	C10.668.491	C10	2
D010245	Paralyses, Familial Periodic	D008664	C16.320.565.618	C16	3
D010245	Paralyses, Familial Periodic	D008664	C18.452.648.618	C18	3
D009265	Nairobi Sheep Disease	D017282	C02.081.885	C02	2
D009265	Nairobi Sheep Disease	D002044	C02.782.147	C02	2
D009265	Nairobi Sheep Disease	D012757	C22.836	C22	1
D009264	Nails, Malformed	D020763	C23.300	C23	1
D009263	Nails, Ingrown	D009260	C17.800.529	C17	2
D010249	Parametritis	D000292	C13.351.500.056.750	C13	4
D009261	Nail-Patella Syndrome	D007592	C05.550	C05	1
D009261	Nail-Patella Syndrome	D000015	C16.131.077	C16	2
D009261	Nail-Patella Syndrome	D030342	C16.320	C16	1
D009261	Nail-Patella Syndrome	D009260	C17.800.529	C17	2
D009260	Nail Diseases	D012871	C17.800	C17	1
D010241	Parakeratosis	D007642	C17.800.428	C17	2
D010244	Bulbar Palsy, Progressive	D016472	C10.574.562	C10	2
D010244	Bulbar Palsy, Progressive	D016472	C10.668.467	C10	2
D010243	Paralysis	D009461	C10.597	C10	1
D010243	Paralysis	D009461	C23.888.592	C23	2
D010257	Paraneoplastic Syndromes	D009369	C04	C04	0
D010259	Paranoid Disorders	D019967	F03.700	F03	1
D010253	Respirovirus Infections	D018184	C02.782.580.600	C02	3
D010255	Paranasal Sinus Neoplasms	D009669	C04.588.443.665.650	C04	4
D010255	Paranasal Sinus Neoplasms	D009669	C08.460.669	C08	2
D010255	Paranasal Sinus Neoplasms	D010254	C08.460.692	C08	2
D010255	Paranasal Sinus Neoplasms	D009669	C08.785.600	C08	2
D010255	Paranasal Sinus Neoplasms	D009669	C09.603.669	C09	2
D010255	Paranasal Sinus Neoplasms	D010254	C09.603.692	C09	2
D010255	Paranasal Sinus Neoplasms	D009669	C09.647.685	C09	2
D010254	Paranasal Sinus Diseases	D009668	C08.460	C08	1
D010254	Paranasal Sinus Diseases	D009668	C09.603	C09	1
D009236	Myxosarcoma	D009372	C04.557.450.565	C04	3
D009236	Myxosarcoma	D012509	C04.557.450.795	C04	3
D012887	Skull Fractures	D006259	C10.900.300	C10	2
D012887	Skull Fractures	D050723	C26.404	C26	1
D012887	Skull Fractures	D006259	C26.915.300	C26	2
D012888	Skull Neoplasms	D001859	C04.588.149	C04	2
D012888	Skull Neoplasms	D001859	C05.116.231	C05	2
D010229	Paracoccidioidomycosis	D009181	C01.703	C01	1
D012883	Skin Ulcer	D012871	C17.800	C17	1
D010235	Paraganglioma	D018358	C04.557.465.625.650	C04	4
D010235	Paraganglioma	D018358	C04.557.580.625.650	C04	4
D012899	Smallpox	D011213	C02.256.743	C02	2
D010237	Paragonimiasis	D014201	C03.335.865	C03	2
D010236	Paraganglioma, Extra-Adrenal	D010235	C04.557.465.625.650.700	C04	5
D010236	Paraganglioma, Extra-Adrenal	D010235	C04.557.580.625.650.700	C04	5
D012897	Slow Virus Diseases	D014777	C02	C02	0
D012891	Sleep Apnea Syndromes	D001049	C08.618.085	C08	2
D012891	Sleep Apnea Syndromes	D020919	C10.886.425.800	C10	3
D012892	Sleep Deprivation	D020920	C10.886.425	C10	2
D012892	Sleep Deprivation	D012893	C23.888.592.796	C23	3
D012892	Sleep Deprivation	D012890	F02.830.855	F02	2
D012892	Sleep Deprivation	D020920	F03.870.400	F03	2
D036841	Ciguatera Poisoning	D005517	C25.723.415	C25	2
D012893	Sleep Wake Disorders	D009422	C10	C10	0
D012893	Sleep Wake Disorders	D009461	C23.888.592	C23	2
D012893	Sleep Wake Disorders	D001523	F03	F03	0
D009217	Myosarcoma	D009379	C04.557.450.590	C04	3
D009217	Myosarcoma	D012509	C04.557.450.795	C04	3
D009216	Myopia	D012030	C11.744	C11	1
D000881	Anthrax	D016863	C01.252.410.090	C01	3
D009214	Myoma	D009379	C04.557.450.590	C04	3
D009224	Myotonia Congenita	D020967	C05.651.662	C05	2
D009224	Myotonia Congenita	D020271	C10.574.500	C10	2
D009224	Myotonia Congenita	D020967	C10.668.491.606	C10	3
D009224	Myotonia Congenita	D020271	C16.320.400	C16	2
D010202	Panophthalmitis	D015829	C01.252.354.900	C01	3
D010202	Panophthalmitis	D015829	C01.539.375.354.900	C01	4
D010202	Panophthalmitis	D015829	C01.539.375.450.900	C01	4
D010202	Panophthalmitis	D015829	C01.703.343.900	C01	3
D010202	Panophthalmitis	D015829	C11.294.354.900	C11	3
D010202	Panophthalmitis	D015829	C11.294.450.900	C11	3
D010202	Panophthalmitis	D015829	C11.941.879.960	C11	3
D009223	Myotonic Dystrophy	D009136	C05.651.534.500	C05	3
D009223	Myotonic Dystrophy	D020967	C05.651.662	C05	2
D009223	Myotonic Dystrophy	D020271	C10.574.500	C10	2
D009223	Myotonic Dystrophy	D009136	C10.668.491.175.500	C10	4
D009223	Myotonic Dystrophy	D020967	C10.668.491.606	C10	3
D009223	Myotonic Dystrophy	D020271	C16.320.400	C16	2
D009223	Myotonic Dystrophy	D009136	C16.320.577	C16	2
D010201	Panniculitis, Nodular Nonsuppurative	D015434	C17.300.710	C17	2
D010201	Panniculitis, Nodular Nonsuppurative	D015434	C17.800.566	C17	2
D009222	Myotonia	D020879	C10.597.613	C10	2
D009222	Myotonia	D020879	C23.888.592.608	C23	3
D009221	Myositis Ossificans	D009220	C05.651.594	C05	2
D009220	Myositis	D009135	C05.651	C05	1
D009220	Myositis	D009135	C10.668.491	C10	2
D012868	Skin Abnormalities	D000013	C16.131	C16	1
D012868	Skin Abnormalities	D012871	C17.800	C17	1
D012876	Skin Diseases, Parasitic	D010272	C03	C03	0
D012876	Skin Diseases, Parasitic	D012874	C17.800.838	C17	2
D036821	Endometrial Stromal Tumors	D009372	C04.557.450.565	C04	3
D036821	Endometrial Stromal Tumors	D012509	C04.557.450.795	C04	3
D036821	Endometrial Stromal Tumors	D016889	C13.351.500.852.762.200	C13	5
D036821	Endometrial Stromal Tumors	D016889	C13.351.937.418.875.200	C13	5
