DO_ID	DO_NAME	UMLS_CUI
DOID:899	choledochal cyst	C0008340
DOID:898	autosomal dominant polycystic kidney disease	C0022680
DOID:896	metal metabolism disorder	C0025534
DOID:876	pyomyositis	C0041188
DOID:874	bacterial pneumonia	C0004626
DOID:873	anaerobic pneumonia	C0375327
DOID:883	parasitic helminthiasis infectious disease	C0018889
DOID:11294	arteriovenous malformation	C0334533
DOID:882	heterophyiasis	C0152071
DOID:11295	retinal microaneurysm	C0154834
DOID:11299	vertebral artery occlusion	C0155724
DOID:888	fasciolopsiasis	C0015656
DOID:885	fascioliasis	C0015652
DOID:884	metagonimiasis	C0025530
DOID:893	Wilson disease	C0019202
DOID:891	progressive myoclonus epilepsy	C0751778
DOID:890	mitochondrial encephalomyopathy	C0162666
DOID:9024	intestine carcinoma in situ	C0154065
DOID:9021	esophageal leukoplakia	C0267095
DOID:9011	larynx carcinoma in situ	C0154069
DOID:9043	uterine cervix leukoplakia	C0269194
DOID:9042	polyp of corpus uteri	C0156369
DOID:9036	parotid gland cancer	C0747273
DOID:813	septic arthritis	C0003869
DOID:813	septic arthritis	C0157843
DOID:813	septic arthritis	C0157844
DOID:813	septic arthritis	C0157845
DOID:813	septic arthritis	C0157846
DOID:813	septic arthritis	C0157847
DOID:813	septic arthritis	C0157848
DOID:813	septic arthritis	C0157849
DOID:811	lipodystrophy	C0023787
DOID:819	mediastinitis	C0025064
DOID:817	interstitial myocarditis	C0027060
DOID:1984	rectal neoplasm	C0034885
DOID:1988	rectum lymphoma	C1335685
DOID:824	periodontitis	C0031099
DOID:823	periapical periodontitis	C0031030
DOID:820	myocarditis	C0027059
DOID:827	ureter tuberculosis	C0152800
DOID:1970	fallopian tube carcinosarcoma	C1517117
DOID:1975	thymus lipoma	C1336744
DOID:1974	adenosarcoma	C0001442
DOID:1973	fallopian tube adenosarcoma	C1517121
DOID:1979	focal chorioretinitis	C0154870
DOID:9007	sudden infant death syndrome	C0038644
DOID:9008	psoriatic arthritis	C0003872
DOID:801	hemarthrosis	C0018924
DOID:0060703	Muenke Syndrome	C1864436
DOID:809	cocaine abuse	C0009171
DOID:807	carotid artery occlusion	C0375275
DOID:1993	rectum cancer	C0007113
DOID:1993	rectum cancer	C0949022
DOID:1992	rectum malignant melanoma	C0349539
DOID:1998	Lutembacher's syndrome	C0024164
DOID:1996	rectum adenocarcinoma	C0149978
DOID:1995	rectum sarcoma	C1335688
DOID:1999	chronic eustachian salpingitis	C0155430
DOID:12514	retinal perforation	C0035321
DOID:1943	telogen effluvium	C0263518
DOID:1942	intermittent squint	C0152210
DOID:1947	trichomoniasis	C0040921
DOID:12522	bagassosis	C0004681
DOID:1929	supravalvular aortic stenosis	C0003499
DOID:1928	Williams-Beuren syndrome	C0175702
DOID:12524	plantar nerve lesion	C0154752
DOID:1927	sphingolipidosis	C0037899
DOID:1926	Gaucher's disease	C0017205
DOID:12526	tarsal tunnel syndrome	C0039319
DOID:12527	common peroneal nerve lesion	C0270909
DOID:12528	lesion of sciatic nerve	C0154748
DOID:12529	tibial nerve palsy	C0154751
DOID:1932	Angelman syndrome	C0162635
DOID:1931	hypothalamic disease	C0020655
DOID:1930	Laurence-Moon syndrome	C0023138
DOID:13861	scleroperikeratitis	C0155355
DOID:1936	atherosclerosis	C0004153
DOID:1935	Bardet-Biedl syndrome	C0752166
DOID:11200	T cell deficiency	C1333147
DOID:12531	von Willebrand's disease	C0042974
DOID:1934	dysostosis	C0013393
DOID:11201	parathyroid gland disease	C0030517
DOID:13862	acute closed-angle glaucoma	C0154946
DOID:1933	Rubinstein-Taybi syndrome	C0035934
DOID:13823	parasitic eyelid infestation	C0155183
DOID:13822	tetanic cataract	C0039613
DOID:13825	squamous blepharitis	C0155174
DOID:1965	fallopian tube leiomyosarcoma	C1517116
DOID:1964	fallopian tube cancer	C0015558
DOID:1964	fallopian tube cancer	C0153579
DOID:1963	fallopian tube carcinoma	C0238122
DOID:1962	fallopian tube disease	C0015556
DOID:1969	cerebral palsy	C0007789
DOID:1969	cerebral palsy	C0029806
DOID:1967	leiomyosarcoma	C0023269
DOID:0060744	Pendred Syndrome	C0271829
DOID:13832	patent ductus arteriosus	C0013274
DOID:1949	cholecystitis	C0008325
DOID:12506	Bell's palsy	C0376175
DOID:13839	extrapyramidal and movement disease	C0477355
DOID:12510	retinal ischemia	C0162291
DOID:13801	pharyngoconjunctival fever	C0031351
DOID:13800	inclusion conjunctivitis	C0009770
DOID:13809	familial combined hyperlipidemia	C0020474
DOID:4175	Rh isoimmunization	C0035404
DOID:4176	blood group incompatibility	C0005806
DOID:1901	vagina sarcoma	C0238519
DOID:13810	familial hypercholesterolemia	C0020445
DOID:13812	adhesions of uterus	C0241593
DOID:13811	chronic subinvolution of uterus	C0156370
DOID:13814	hypoglossal nerve disease	C0152181
DOID:5492	biphasic synovial sarcoma	C0334507
DOID:4163	ganglioneuroblastoma	C0206718
DOID:5494	epithelioid cell synovial sarcoma	C0334506
DOID:13819	lymphogranuloma venereum	C0024286
DOID:4164	cerebral neuroblastoma	C0559458
DOID:5495	monophasic synovial sarcoma	C1334801
DOID:0060762	lethal restrictive dermopathy	C0406585
DOID:4160	differentiating neuroblastoma	C1511934
DOID:4166	syphilis	C0007939
DOID:1919	Lesch-Nyhan syndrome	C0023374
DOID:4194	glucose metabolism disease	C1257958
DOID:4195	hyperglycemia	C0020456
DOID:4196	femoral neuropathy	C0751931
DOID:4193	intracranial thrombosis	C0079102
DOID:4193	intracranial thrombosis	C0752143
DOID:1921	Klinefelter's syndrome	C0022735
DOID:1920	hyperuricemia	C0740394
DOID:1925	Coffin-Siris syndrome	C0265338
DOID:1924	hypogonadism	C0020619
DOID:1923	sex differentiation disease	C0036875
DOID:1907	malignant fibroxanthoma	C0334463
DOID:1906	malignant skin fibrous histiocytoma	C1275254
DOID:1909	melanoma	C0025202
DOID:4183	pseudopseudohypoparathyroidism	C0033835
DOID:4184	pseudohypoparathyroidism	C0033806
DOID:0060782	EEC syndrome	C0406704
DOID:4186	articulation disorder	C0003910
DOID:0060784	ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 1	C0406704
DOID:0060783	ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3	C0406704
DOID:0060785	adult-onset autosomal dominant demyelinating leukodystrophy	C3164344
DOID:4188	echolalia	C0013528
DOID:4189	mutism	C0026884
DOID:1910	vaginal yolk sac tumor	C1336945
DOID:1911	endodermal sinus tumor	C0014145
DOID:10293	monocular esotropia	C0152204
DOID:576	proteinuria	C0033687
DOID:10290	prostate lymphoma	C1335512
DOID:5340	anterograde amnesia	C0233795
DOID:5341	pineal region yolk sac tumor	C1335420
DOID:4015	spindle cell carcinoma	C0205697
DOID:6678	tooth and nail syndrome	C0406735
DOID:6677	diffuse infiltrative lymphocytosis syndrome	C1333292
DOID:5348	adult endodermal sinus tumor	C1332221
DOID:5349	central nervous system adult germ cell tumor	C0280796
DOID:5342	childhood endodermal sinus tumor	C1333016
DOID:4012	papillary transitional carcinoma	C0334274
DOID:5343	central nervous system endodermal sinus tumor	C1337040
DOID:5343	central nervous system endodermal sinus tumor	C1377613
DOID:4013	urethra transitional cell carcinoma	C0863015
DOID:5344	testicular yolk sac tumor	C0279708
DOID:6676	Froelich syndrome	C0016724
DOID:4014	sarcomatoid transitional cell carcinoma	C0334271
DOID:5345	testicular non-seminomatous germ cell cancer	C1334625
DOID:585	nephrolithiasis	C0156257
DOID:583	hemolytic anemia	C0002878
DOID:582	hemoglobinuria	C0019048
DOID:580	acute urate nephropathy	C0403719
DOID:10289	prostate malignant phyllodes tumor	C1334615
DOID:10287	prostate squamous cell carcinoma	C1302530
DOID:10286	prostate carcinoma	C0600139
DOID:10283	prostate cancer	C0033578
DOID:10283	prostate cancer	C0376358
DOID:589	congenital hemolytic anemia	C0002881
DOID:5330	dental pulp disease	C0011405
DOID:7998	hyperthyroidism	C0020550
DOID:4005	endometrial transitional cell carcinoma	C1516864
DOID:7997	thyrotoxicosis	C0040156
DOID:4006	bladder urothelial carcinoma	C0279680
DOID:5337	epulis	C0266919
DOID:4007	bladder carcinoma	C0699885
DOID:5338	gingival hypertrophy	C0017567
DOID:4000	ovary transitional cell carcinoma	C1335184
DOID:4000	ovary transitional cell carcinoma	C1335185
DOID:4000	ovary transitional cell carcinoma	C1518237
DOID:5331	testicular granulosa cell tumor	C1336709
DOID:7994	central nervous system osteosarcoma	C1335150
DOID:4001	ovarian carcinoma	C0677886
DOID:7996	familial glomangioma	C1333987
DOID:4003	Schneiderian carcinoma	C0334270
DOID:5334	paraphimosis	C0030483
DOID:594	panic disorder	C0030319
DOID:4008	fallopian tube transitional cell carcinoma	C1517128
DOID:5339	cyclic hematopoiesis	C0221023
DOID:593	agoraphobia	C0001818
DOID:591	phobic disorder	C0349231
DOID:559	acute pyelonephritis	C0520575
DOID:557	kidney disease	C0022658
DOID:6692	Barre-Lieou syndrome	C0376378
DOID:4030	eosinophilic gastritis	C0267154
DOID:6691	Aagenaes syndrome	C0268314
DOID:4031	eosinophilic gastroenteritis	C1262481
DOID:5362	focal epithelial hyperplasia	C0206067
DOID:5363	myxoid liposarcoma	C0206634
DOID:6693	testicular monophasic choriocarcinoma	C1515290
DOID:4037	necrotizing gastritis	C0877152
DOID:5368	Wolffian duct adenocarcinoma	C1516419
DOID:4038	granulomatous gastritis	C1112577
DOID:4033	bacterial gastritis	C0948039
DOID:5364	pulmonary coin lesion	C0009250
DOID:6696	synchronous multifocal osteogenic sarcoma	C1336544
DOID:4034	fungal gastritis	C0948638
DOID:4035	lymphocytic gastritis	C1283271
DOID:6697	asynchronous multifocal osteogenic sarcoma	C1332342
DOID:562	third cranial nerve disease	C0271353
DOID:561	trigeminal nerve disease	C0029834
DOID:560	jaw-winking syndrome	C0266521
DOID:566	labyrinthine dysfunction	C0155514
DOID:565	bilateral hypoactive labyrinth	C0155518
DOID:5350	ovarian endodermal sinus tumor	C0346188
DOID:6680	Capgras syndrome	C0006895
DOID:5351	ovarian primitive germ cell tumor	C1518727
DOID:6683	Aarskog syndrome	C0175701
DOID:6682	spondylolisthesis	C0038016
DOID:6688	autoimmune lymphoproliferative syndrome	C1328840
DOID:4028	angioma serpiginosum	C0263637
DOID:4029	gastritis	C0017152
DOID:4022	ureterocele	C0041960
DOID:5353	colonic disease	C0009373
DOID:4023	linitis plastica	C0023743
DOID:4024	scirrhous adenocarcinoma	C0007135
DOID:6687	Achenbach syndrome	C0473563
DOID:4025	steatitis	C0038235
DOID:6686	Achard syndrome	C1332135
DOID:574	peripheral nervous system disease	C0031117
DOID:574	peripheral nervous system disease	C1335029
DOID:573	nerve compression syndrome	C0027743
DOID:573	nerve compression syndrome	C1510429
DOID:572	mononeuritis of upper limb and mononeuritis multiplex	C0154741
DOID:571	median neuropathy	C0154742
DOID:10254	strawberry gallbladder	C0152456
DOID:11589	Riley-Day syndrome	C0013364
DOID:10250	louping ill	C0024025
DOID:5302	uterine ligament clear cell adenocarcinoma	C1519867
DOID:6634	adult central nervous system choriocarcinoma	C1370505
DOID:5303	cervical clear cell adenocarcinoma	C1332912
DOID:5304	ovarian clear cell adenocarcinoma	C1518693
DOID:7967	lipid-cell variant infiltrating bladder urothelial carcinoma	C1512738
DOID:7961	cervical non-keratinizing squamous cell carcinoma	C1518366
DOID:7960	malignant spiradenoma	C1266063
DOID:5301	fallopian tube clear cell adenocarcinoma	C1333591
DOID:7962	tamoxifen-related endometrial lesion	C1515212
DOID:11593	bladder lateral wall cancer	C0496828
DOID:11594	ring staphyloma	C0155363
DOID:5306	bladder clear cell adenocarcinoma	C1332557
DOID:7969	nested variant infiltrating bladder urothelial carcinoma	C1512741
DOID:10247	pleurisy	C0029799
DOID:11595	scleral staphyloma	C0155359
DOID:5307	urethra clear cell adenocarcinoma	C1336886
DOID:7968	plasmacytoid variant infiltrating bladder urothelial carcinoma	C1512742
DOID:5308	ampulla of Vater clear cell adenocarcinoma	C1332246
DOID:5309	epithelial-myoepithelial carcinoma	C0334392
DOID:6639	pediatric CNS choriocarcinoma	C1377604
DOID:11599	Frey syndrome	C0038994
DOID:10242	ehrlichiosis	C0085399
DOID:10241	thalassemia	C0039730
DOID:7953	nipple duct carcinoma	C1334967
DOID:6621	cerebral angioma	C0877388
DOID:6620	X-linked hyper IgM syndrome	C0272236
DOID:7951	Schwannian stroma-rich and stroma-poor composite ganglioneuroblastoma	C1516760
DOID:6627	cervical adenoma malignum	C1516423
DOID:7958	sarcomatoid penile squamous cell carcinoma	C1335923
DOID:10236	exhibitionism	C0015269
DOID:10235	Brown's tendon sheath syndrome	C0155339
DOID:6629	nipple carcinoma	C1334966
DOID:10234	histoplasmosis pericarditis	C0153279
DOID:7959	duodenal gastrinoma	C1333321
DOID:12897	submandibular gland disease	C0038557
DOID:12899	benign lymphoepithelial lesion of salivary gland	C0266995
DOID:10273	heart conduction disease	C0029630
DOID:11569	neurocirculatory asthenia	C0027821
DOID:10272	left bundle branch hemiblock	C0155702
DOID:599	specific phobia	C0236801
DOID:5324	fallopian tube germ cell cancer	C1517114
DOID:5325	Roberts syndrome	C0392475
DOID:7986	cerebral falx meningioma	C1333597
DOID:6658	pulmonary large cell neuroendocrine carcinoma	C1265996
DOID:6658	pulmonary large cell neuroendocrine carcinoma	C1334363
DOID:5327	retinal detachment	C0035305
DOID:6657	breast large cell neuroendocrine carcinoma	C1511316
DOID:6652	diffuse idiopathic skeletal hyperostosis	C0020498
DOID:7983	breast malignant eccrine spiradenoma	C1334565
DOID:6654	childhood central nervous system immature teratoma	C1332954
DOID:7984	sclerosing breast papilloma	C1335932
DOID:11572	Listeria meningitis	C0025293
DOID:11573	listeriosis	C0023860
DOID:6659	cervical large cell neuroendocrine carcinoma	C1516417
DOID:11574	streptococcal meningitis	C0154639
DOID:10266	subendocardial infarction acute myocardial infarction	C0155655
DOID:11577	Cauda equina syndrome	C0392548
DOID:10264	mumps	C0026780
DOID:10261	discharging ear	C0155540
DOID:5313	vulvar alveolar soft part sarcoma	C1520069
DOID:6641	breast juvenile papillomatosis	C1334303
DOID:7972	lymphoma-like variant infiltrating bladder urothelial carcinoma	C1512739
DOID:5310	glycogen-rich clear cell breast carcinoma	C0334319
DOID:5310	glycogen-rich clear cell breast carcinoma	C1512224
DOID:7971	microcystic variant infiltrating bladder urothelial carcinoma	C1512740
DOID:6643	Baastrup's syndrome	C0158248
DOID:11581	phlyctenulosis	C0155080
DOID:6648	adult pineoblastoma	C0281332
DOID:7921	benign mediastinal psammomatous neurilemmoma	C1332513
DOID:7928	testis refractory cancer	C1377904
DOID:7927	malignant type A thymoma	C0279707
DOID:7926	epithelial malignant thymoma	C0279705
DOID:501	central nervous system hemangioma	C1333957
DOID:507	adjustment disorder	C0040701
DOID:7910	maxillary sinus squamous cell carcinoma	C1334647
DOID:7912	mixed oligodendroglioma-astrocytoma	C0280793
DOID:7915	cervical spinal canal and spinal cord meningioma	C1332916
DOID:6612	leukocyte adhesion deficiency	C0242597
DOID:7945	adult central nervous system mixed germ cell tumor	C1332195
DOID:6613	vaginal villous adenoma	C1519936
DOID:6610	bone epithelioid hemangioma	C1332575
DOID:6610	bone epithelioid hemangioma	C1332578
DOID:7941	Barrett's adenocarcinoma	C1332460
DOID:7949	stroma-dominant and stroma-poor composite ganglioneuroblastoma	C1516761
DOID:6603	Kummell's disease	C0152088
DOID:7933	childhood precursor T-lymphoblastic lymphoma/leukemia	C1332997
DOID:7930	glandular-alveolar pattern testicular yolk sac tumor	C1515305
DOID:6608	endobronchial leiomyoma	C1333386
DOID:6605	classic variant of chromophobe renal cell carcinoma	C1333062
DOID:7936	precursor T-lymphoblastic lymphoma/leukemia refractory	C0854859
DOID:6606	eosinophilic variant of chromophobe renal cell carcinoma	C1333405
DOID:539	ophthalmoplegia	C0029089
DOID:539	ophthalmoplegia	C0155338
DOID:538	internuclear ophthalmoplegia	C0152134
DOID:535	sleep disorder	C0154564
DOID:533	thymus gland disease	C0154199
DOID:540	strabismus	C0029831
DOID:543	dystonia	C0013421
DOID:543	dystonia	C0393593
DOID:552	pneumonia	C0032285
DOID:551	toxic pneumonitis	C0041881
DOID:512	epididymal neoplasm	C0346239
DOID:519	aortitis	C0003509
DOID:518	scrotum neoplasm	C0153604
DOID:518	scrotum neoplasm	C0341790
DOID:520	aortic disease	C0003493
DOID:7907	mixed astrocytoma-ependymoma	C0280791
DOID:7903	intracranial chondrosarcoma	C1334238
DOID:528	hydrarthrosis	C0158157
DOID:526	human immunodeficiency virus infectious disease	C0019693
DOID:525	central nervous system vasculitis	C0751878
DOID:529	blepharospasm	C0005747
DOID:530	eyelid disease	C0015423
DOID:12800	mucopolysaccharidosis VI	C0026709
DOID:12801	mucopolysaccharidosis III	C0026706
DOID:12801	mucopolysaccharidosis III	C0086647
DOID:12801	mucopolysaccharidosis III	C0086648
DOID:12802	mucopolysaccharidosis I	C0023786
DOID:12803	Sly syndrome	C0085132
DOID:12804	mucopolysaccharidosis IV	C0026707
DOID:12804	mucopolysaccharidosis IV	C0086651
DOID:12809	chronic lacrimal gland enlargement	C1300133
DOID:1891	optic nerve disease	C0029132
DOID:1895	allergic contact dermatitis of eyelid	C0155178
DOID:1894	noninfectious dermatoses of eyelid	C0155176
DOID:1893	eczematous dermatitis of eyelid	C0155177
DOID:1897	sigmoid disease	C0037072
DOID:1896	sigmoid neoplasm	C0037073
DOID:1862	jaw cancer	C0022364
DOID:1866	giant cell reparative granuloma	C0162375
DOID:1863	skull cancer	C0037305
DOID:1869	chronic rheumatic pericarditis	C0155561
DOID:0060801	MEHMO syndrome	C2931496
DOID:0060800	syndromic X-linked intellectual disability 5	C0796254
DOID:1849	cannabis dependence	C0006870
DOID:0060808	syndromic X-linked intellectual disability 7	C1846170
DOID:1852	intrahepatic cholestasis	C0008372
DOID:1858	McCune Albright syndrome	C0016063
DOID:1858	McCune Albright syndrome	C0016065
DOID:1856	cherubism	C0008029
DOID:0060812	syndromic X-linked intellectual disability Siderius type	C1846055
DOID:0060815	Miles-Carpenter syndrome	C1839735
DOID:1884	viral hepatitis	C0019194
DOID:1883	hepatitis C	C0019196
DOID:1882	atrial heart septal defect	C0018817
DOID:0060818	syndromic X-linked intellectual disability Abidi type	C1846056
DOID:0060821	syndromic X-linked intellectual disability 14	C0796022
