ORPHANET_ID	ORPHANET_NAME	PARENT_ORPHANET_ID
858	Congenital toxoplasmosis	93890
1245	BIDS syndrome	
3390	Proximal tubulopathy-diabetes mellitus-cerebellar ataxia syndrome	
887	VACTERL/VATER association	93890
291	Congenital varicella syndrome	93890
909	Cerebrotendinous xanthomatosis	68367
3447	Weaver syndrome	93890
1422	Chondrodysplasia-disorder of sex development syndrome	93419
178478	Infant botulism	68416
178481	Intestinal botulism	68416
178469	Autosomal dominant non-syndromic intellectual disability	98006
178475	Wound botulism	68416
178461	X-linked myopathy with postural muscle atrophy	98006
178464	Hereditary myopathy with early respiratory failure	98006
178396	Hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation	97992
178400	Distal myopathy with anterior tibial onset	98006
178382	Congenital vertical talus	93890
178389	Osteopetrosis-hypogammaglobulinemia syndrome	93419
62	Autosomal recessive limb-girdle muscular dystrophy type 2D	98006
178364	Syndromic microphthalmia type 5	93890
715	Glycogen storage disease due to muscle phosphorylase kinase deficiency	68367
178377	Osteosclerosis-developmental delay-craniosynostosis syndrome	93890
348	Fructose-1,6-bisphosphatase deficiency	68367
178345	Aromatase excess syndrome	97978
178355	Smith-McCort dysplasia	93419
178338	UV-sensitive syndrome	89826
3137	Alpha-N-acetylgalactosaminidase deficiency	68367
178342	Inflammatory myofibroblastic tumor	250908
178544	Primary cutaneous diffuse large B-cell lymphoma, leg type	250908
178540	Primary cutaneous follicle center lymphoma	250908
117	Behçet disease	98023
732	Polymyositis	98023
178536	Primary cutaneous marginal zone B-cell lymphoma	250908
178533	Primary cutaneous gamma/delta-positive T-cell lymphoma	250908
221	Dermatomyositis	98023
598	Multiminicore myopathy	98006
178528	Primary cutaneous aggressive epidermotropic CD8+ T-cell lymphoma	250908
204	Sporadic Creutzfeldt-Jakob disease	98006
178522	Primary cutaneous CD4+ small/medium-sized pleomorphic T-cell lymphoma	250908
178517	Localized pagetoid reticulosis	250908
178512	Folliculotropic mycosis fungoides	250908
178509	Perry syndrome	98006
178506	Brain calcification, Rajab type	98006
178503	Dursun syndrome	
611	Inclusion body myositis	98006
178493	Myopic macular degeneration	97966
178487	Adult intestinal botulism	68416
177926	Symptomatic form of hemophilia A in female carriers	97992
581	Mucopolysaccharidosis type 3	68367
177929	Symptomatic form of hemophilia B in female carriers	97992
178025	Non-acquired combined pituitary hormone deficiencies without extra-pituitary malformations	
685	Hereditary spastic paraplegia	
666	Osteogenesis imperfecta	93419
178029	Central diabetes insipidus	97978
177901	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1	93890
423	Malignant hyperthermia of anesthesia	98006
177904	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2	93890
418	Congenital adrenal hyperplasia	
177907	Prader-Willi syndrome due to translocation	93890
177910	Prader-Willi syndrome due to imprinting mutation	93890
216	Neuronal ceroid lipofuscinosis	
364	Glycogen storage disease due to glucose-6-phosphatase deficiency	68367
177101	Rare adult hypothyroidism	
355	Gaucher disease	68367
388	Hirschsprung disease	97935
177107	Syndromic hypothyroidism	
448	Hemophilia	97992
304	Epidermolysis bullosa simplex	
174590	Congenital hypogonadotropic hypogonadism	
354	GM1 gangliosidosis	68367
178320	Acute lung injury	97955
178315	Undifferentiated embryonal sarcoma of the liver	250908
178333	Åland Islands eye disease	97966
760	Purine nucleoside phosphorylase deficiency	98004
270	Oculopharyngeal muscular dystrophy	98006
178303	8q22.1 microdeletion syndrome	93890
244	Primary ciliary dyskinesia	97955
178148	Antenatal multiminicore disease with arthrogryposis multiplex congenita	98006
178311	Isolated sternocostoclavicular hyperostosis	98023
178307	Reticulate acropigmentation of Kitamura	89826
589	Myasthenia gravis	98006
805	Tuberous sclerosis complex	93890
886	Usher syndrome	93890
178145	Moderate multiminicore disease with hand involvement	98006
3440	Waardenburg syndrome	93890
178040	Rare peripheral precocious puberty	
702	Pelizaeus-Merzbacher disease	98006
738	Porphyria	
768	Familial long QT syndrome	97929
178045	Transient congenital hypothyroidism	
791	Retinitis pigmentosa	97966
375	Anti-glomerular basement membrane disease	98023
2054	Osteochondritis of tarsal/metatarsal bone	93419
183	Eosinophilic granulomatosis with polyangiitis	98023
1164	Allergic bronchopulmonary aspergillosis	97955
2406	Locked-in syndrome	98006
509	Leptospirosis	68416
761	Immunoglobulin A vasculitis	98023
2131	Alternating hemiplegia of childhood	98006
171901	Primary cutaneous T-cell lymphoma	
713	Glycogen storage disease due to phosphoglycerate kinase 1 deficiency	68367
171915	B-cell non-Hodgkin lymphoma	
57	Glycogen storage disease due to aldolase A deficiency	68367
171895	Myeloid hemopathy	
171898	Lymphoid hemopathy	
249	Fibrous dysplasia of bone	93419
172976	Congenital myopathy with cores	
2334	Autosomal dominant keratitis	97966
171918	T-cell non-Hodgkin lymphoma	
755	Leydig cell hypoplasia	93890
171929	Trisomy 10p	93890
187	Citrullinemia	
46	Adenylosuccinate lyase deficiency	98006
442	Congenital hypothyroidism	
43	X-linked adrenoleukodystrophy	68367
3166	Sialuria	68367
2882	Sitosterolemia	68367
810	Shigellosis	68416
3165	Eosinophilic fasciitis	98023
2420	Primary pulmonary lymphoma	250908
727	Microscopic polyangiitis	98023
900	Granulomatosis with polyangiitis	98023
863	Trichinellosis	68416
171695	Parkinsonian-pyramidal syndrome	98006
134	Beta-ketothiolase deficiency	68367
171700	Diffuse panbronchiolitis	97955
984	Pulmonary agenesis	93890
171703	Microcephaly-polymicrogyria-corpus callosum agenesis syndrome	93890
171706	Short stature-delayed bone age due to thyroid hormone metabolism deficiency	97978
171709	Male infertility due to globozoospermia	98047
171714	Amish infantile epilepsy syndrome	98006
171719	Cutis laxa-Marfanoid syndrome	93890
1163	Aspergillosis	68416
171723	White sponge nevus	89826
3467	Hereditary xanthinuria	93626
171673	Limbal stem cell deficiency	97966
171676	Periventricular leukomalacia	
511	Maple syrup urine disease	68367
171680	Lissencephaly due to TUBA1A mutation	93890
32	Glutathione synthetase deficiency	97992
171684	Idiopathic bilateral vestibulopathy	98036
171690	Metabolic myopathy due to lactate transporter defect	98006
26	Methylmalonic acidemia with homocystinuria	68367
171863	Autosomal dominant spastic paraplegia type 42	98006
171860	Intellectual disability-cataracts-kyphosis syndrome	93890
171871	Renal pseudohypoaldosteronism type 1	93626
322	Exstrophy-epispadias complex	93890
171866	Spondyloepimetaphyseal dysplasia, aggrecan type	93419
2368	Gastroschisis	93890
171881	Cap myopathy	98006
2512	Autosomal recessive primary microcephaly	93890
2913	Non-syndromic polydactyly	
171876	Generalized pseudohypoaldosteronism type 1	93626
795	Rare form of salmonellosis	
171889	Myopathy with hexagonally cross-linked tubular arrays	98006
797	Sarcoidosis	98023
171886	Cylindrical spirals myopathy	98006
171836	Amelogenesis imperfecta-gingival hyperplasia syndrome	
92	Juvenile idiopathic arthritis	
171829	6q16 microdeletion syndrome	93890
1201	Atresia of small intestine	93890
171844	Blindness-scoliosis-arachnodactyly syndrome	93890
171839	Craniosynostosis-hydrocephalus-Arnold-Chiari malformation type I-radioulnar synostosis syndrome	93890
1202	Larynx atresia	93890
1199	Esophageal atresia	93890
171851	MEDNIK syndrome	93890
171848	Polyneuropathy-hearing loss-ataxia-retinitis pigmentosa-cataract syndrome	98006
1304	Brucellosis	68416
173	Cholera	68416
1428	Familial chondromalacia patellae	93890
200037	Paroxysmal dystonia	
3303	Tetralogy of Fallot	93890
200418	Immunodeficiency with factor I anomaly	98004
730	Autosomal dominant polycystic kidney disease	93626
200421	Immunodeficiency with factor H anomaly	98004
486	Autosomal dominant severe congenital neutropenia	98004
1209	Tricuspid atresia	93890
199647	Isolated encephalocele	93890
98	Autosomal recessive spastic ataxia of Charlevoix-Saguenay	98006
1478	Interatrial communication	93890
330	Congenital factor XII deficiency	97992
1482	Gonococcal conjunctivitis	97966
1959	Evans syndrome	97992
284	Alveolar echinococcosis	68416
1177	Early-onset cerebellar ataxia with retained tendon reflexes	98006
828	Stickler syndrome	93419
1431	Paroxysmal dyskinesia	98006
293	Congenital herpes simplex virus infection	93890
199340	Muscular dystrophy, Selcen type	98006
199337	Pancreatic insufficiency-anemia-hyperostosis syndrome	68367
234	Dubin-Johnson syndrome	57146
199348	Thiamine-responsive encephalopathy	98006
3287	Takayasu arteritis	98023
199343	EAST syndrome	98006
2800	Extramammary Paget disease	250908
199326	Isolated autosomal dominant hypomagnesemia, Glaudemans type	93626
199323	Endophthalmitis	97966
1928	Congenital lobar emphysema	93890
199332	Endocrine-cerebro-osteodysplasia syndrome	93890
199329	Congenital myopathy, Paradas type	98006
2665	Congenital mesoblastic nephroma	250908
3463	Wolfram syndrome	97978
1549	Cryptosporidiosis	68416
199633	Cerebral malformation	
199642	Isolated congenital microcephaly	98006
199639	Syndrome with corpus callosum agenesis/dysgenesis as a major feature	
549	Legionellosis	68416
704	Pemphigus vulgaris	89826
199354	CARASIL	98006
199351	Adult-onset dystonia-parkinsonism	98006
356	Gerstmann-Straussler-Scheinker syndrome	98006
466	Fatal familial insomnia	98006
199630	Isolated cerebellar vermis hypoplasia	93890
199627	Atypical autism	98006
199293	Congenital microgastria	93890
3452	Whipple disease	68416
199282	Harlequin syndrome	98006
199285	Hereditary hypercarotenemia and vitamin A deficiency	68367
2331	Kawasaki disease	98023
199276	Familial multiple lipomatosis	89826
2102	GTP cyclohydrolase I deficiency	68367
199279	Familial angiolipomatosis	89826
199260	Calcifying aponeurotic fibroma	250908
3002	Immune thrombocytopenic purpura	97992
199267	Infantile digital fibromatosis	250908
199315	Familial clubfoot with or without associated lower limb anomalies	93890
2040	Congenital respiratory-biliary fistula	93890
199318	15q13.3 microdeletion syndrome	93890
199310	Tetragametic chimerism	93890
2357	Bronchogenic cyst	93890
274	Bernard-Soulier syndrome	97992
1195	Congenital atransferrinemia	97992
199302	Isolated cleft lip	93890
199306	Cleft lip/palate	93890
926	Acatalasemia	68367
3020	Ramsay Hunt syndrome	68416
199296	Congenital isolated ACTH deficiency	97978
1531	Craniosynostosis	
199299	Late-onset isolated ACTH deficiency	97978
1675	Dihydropyrimidine dehydrogenase deficiency	68367
189427	Cushing syndrome due to macronodular adrenal hyperplasia	97978
976	Adenine phosphoribosyltransferase deficiency	93626
3129	Sarcosinemia	68367
415	Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome	68367
13	6-pyruvoyl-tetrahydropterin synthase deficiency	68367
199257	Superficial fibromatosis	
2494	Ménétrier disease	97935
171	Primary sclerosing cholangitis	57146
199251	Ledderhose disease	89826
199247	Corticosteroid-binding globulin deficiency	97978
199244	Nelson syndrome	97978
199241	Pulmonary capillary hemangiomatosis	97955
2134	Atypical hemolytic uremic syndrome	93626
189466	Familial isolated hypoparathyroidism due to impaired PTH secretion	97978
17	Fatal infantile lactic acidosis with methylmalonic aciduria	68367
189439	Primary pigmented nodular adrenocortical disease	97978
3006	Pyridoxine-dependent epilepsy	98006
780	Rhabdomyosarcoma	250908
3111	Rotor syndrome	57146
2382	Lennox-Gastaut syndrome	98006
2806	Subacute sclerosing leukoencephalitis	98006
2467	Systemic mastocytosis	
184051	Non-rare developmental anomalies during embryogenesis	
184054	Non-rare genetic disease	
1934	Early infantile epileptic encephalopathy	98006
845	Tay-Sachs disease	68367
1942	Myoclonic-astastic epilepsy	98006
1935	Early myoclonic encephalopathy	98006
1943	Early-onset progressive encephalopathy with migrant continuous myoclonus	98006
3451	West syndrome	98006
3299	Tetanus	68416
183830	Non-rare urogenital disease	
183820	Non-rare hematologic disease	
2302	Asbestos intoxication	97955
770	Rabies	68416
183838	Non-rare skin disease	
183835	Non-rare tumor	
3386	American trypanosomiasis	68416
183844	Non-rare eye disease	
183841	Non-rare systemic and rhumatologic disease	
183851	Non-rare endocrinologic disease	
267	Autosomal recessive limb-girdle muscular dystrophy type 2A	98006
183847	Non-rare renal disease	
1329	Complete atrioventricular canal	93890
183862	Non-rare disease	
582	Mucopolysaccharidosis type 4	68367
183854	Non-rare orthopedic disease	
2137	Autoimmune hepatitis	57146
186	Primary biliary cholangitis	57146
1136	Arnold-Chiari malformation type II	93890
397	Giant cell arteritis	98023
2932	Chronic inflammatory demyelinating polyneuropathy	98006
2398	Multiple symmetric lipomatosis	89826
1656	Dermatitis herpetiformis	89826
183763	Rare genetic syndromic intellectual disability	
183770	Rare genetic immune disease	
850	May-Hegglin thrombocytopenia	
3198	Stiff person syndrome and related disorders	98006
183757	Rare genetic intellectual disability	
2929	Juvenile polyposis syndrome	97935
183787	Non-rare gastroenterologic disease	
183790	Non-rare gynecologic and obstetric disease	
131	Budd-Chiari syndrome	57146
183779	Non-rare cardiac disease	
646	Niemann-Pick disease type C	68367
183784	Non-rare circulatory system disease	
654	Nephroblastoma	250908
1489	Whooping cough	68416
183800	Non-rare immune disease	
2764	Osteochondritis dissecans	93419
183804	Non-rare infertility disease	
183794	Non-rare bone disease	
2587	Myeloperoxidase deficiency	98004
183797	Non-rare maxillo-facial surgical disease	
3389	Tuberculosis	68416
183814	Non-rare odontologic disease	
183817	Non-rare otorhinolaryngologic disease	
1679	Diphtheria	68416
183807	Non-rare cardiac malformation	
1267	Botulism	68416
2897	Pityriasis rubra pilaris	89826
183811	Non-rare neurologic disease	
2103	Guillain-Barré syndrome	
183669	Agammaglobulinemia	
183666	Hyper-IgM syndrome without susceptibility to opportunistic infections	98004
2070	Eosinophilic gastroenteritis	97935
183663	Hyper-IgM syndrome with susceptibility to opportunistic infections	98004
2312	Transient familial neonatal hyperbilirubinemia	57146
183707	Neutrophil immunodeficiency syndrome	98004
2314	Autosomal dominant hyper-IgE syndrome	98004
183681	Functional neutrophil defect	
183678	Hermansky-Pudlak syndrome with neutropenia	98004
449	Hepatoblastoma	250908
183675	Recurrent infections associated with rare immunoglobulin isotypes deficiency	98004
2177	Hydranencephaly	93890
183731	Rare genetic gynecological and obstetrical diseases	
533	Listeriosis	68416
183713	Pyogenic bacterial infections due to MyD88 deficiency	98004
2372	Laryngocele	98036
183710	Genetic susceptibility to infections due to particular pathogens	
2380	Legg-Calvé-Perthes disease	93419
683	Progressive supranuclear palsy	98006
183752	Non-rare psychiatric disease	
183748	Non-rare hepatic disease	
677	Pancreatoblastoma	250908
183744	Non-rare metabolic disease	
183734	Genetic gynecological tumor	
183651	Rare constitutional anemia	
183660	Severe combined immunodeficiency	
897	Waardenburg-Shah syndrome	93890
183654	Rare genetic coagulation disorder	
183637	Rare genetic adrenal disease	
808	Seckel syndrome	93419
183643	Genetic polyendocrinopathy	
183628	Rare genetic hypothalamic or pituitary disease	
183625	Rare genetic diabetes mellitus	
183634	Rare genetic parathyroid disease and phosphocalcic metabolism disorder	
844	Lown-Ganong-Levine syndrome	97929
183631	Rare genetic thyroid disease	
183616	Genetic neuro-ophthalmological disease	
3027	Caudal regression sequence	93890
183622	Genetic respiratory malformation	
183619	Genetic eye tumor	
183607	Genetic lens and zonula anomaly	
