ORPHANET_ID	ORPHANET_NAME	UMLS_CUI
178493	Myopic macular degeneration	C0730271
581	Mucopolysaccharidosis type 3	C0026706
581	Mucopolysaccharidosis type 3	C0086648
685	Hereditary spastic paraplegia	C2931355
685	Hereditary spastic paraplegia	C0037773
666	Osteogenesis imperfecta	C0023931
666	Osteogenesis imperfecta	C0268360
666	Osteogenesis imperfecta	C1859069
666	Osteogenesis imperfecta	C0029434
178029	Central diabetes insipidus	C0687720
423	Malignant hyperthermia of anesthesia	C0024591
418	Congenital adrenal hyperplasia	C0001627
216	Neuronal ceroid lipofuscinosis	C0027877
364	Glycogen storage disease due to glucose-6-phosphatase deficiency	C2919796
364	Glycogen storage disease due to glucose-6-phosphatase deficiency	C0017920
355	Gaucher disease	C0017205
388	Hirschsprung disease	C0019569
388	Hirschsprung disease	C3661523
448	Hemophilia	C0684275
304	Epidermolysis bullosa simplex	C0079298
354	GM1 gangliosidosis	C0085131
354	GM1 gangliosidosis	C0268271
354	GM1 gangliosidosis	C2718068
178320	Acute lung injury	C0242488
178333	Åland Islands eye disease	C0268505
760	Purine nucleoside phosphorylase deficiency	C0268125
270	Oculopharyngeal muscular dystrophy	C0270952
178303	8q22.1 microdeletion syndrome	C1842464
178148	Antenatal multiminicore disease with arthrogryposis multiplex congenita	C1843691
178311	Isolated sternocostoclavicular hyperostosis	C0020499
178307	Reticulate acropigmentation of Kitamura	C0406811
589	Myasthenia gravis	C0026896
805	Tuberous sclerosis complex	C0041341
886	Usher syndrome	C0271097
178145	Moderate multiminicore disease with hand involvement	C1861753
3440	Waardenburg syndrome	C0043008
3440	Waardenburg syndrome	C3266898
702	Pelizaeus-Merzbacher disease	C0205711
738	Porphyria	C0032708
738	Porphyria	C0235387
768	Familial long QT syndrome	C1141890
791	Retinitis pigmentosa	C0035334
375	Anti-glomerular basement membrane disease	C0403529
183	Eosinophilic granulomatosis with polyangiitis	C0008728
1164	Allergic bronchopulmonary aspergillosis	C0004031
2406	Locked-in syndrome	C0023944
509	Leptospirosis	C0023364
761	Immunoglobulin A vasculitis	C0034152
761	Immunoglobulin A vasculitis	C0086922
2131	Alternating hemiplegia of childhood	C0338488
171901	Primary cutaneous T-cell lymphoma	C0079773
713	Glycogen storage disease due to phosphoglycerate kinase 1 deficiency	C1970848
713	Glycogen storage disease due to phosphoglycerate kinase 1 deficiency	C0684324
57	Glycogen storage disease due to aldolase A deficiency	C0272066
249	Fibrous dysplasia of bone	C0016063
2334	Autosomal dominant keratitis	C1835698
171918	T-cell non-Hodgkin lymphoma	C0079772
755	Leydig cell hypoplasia	C0860158
171929	Trisomy 10p	C0795837
187	Citrullinemia	C0175683
46	Adenylosuccinate lyase deficiency	C0268126
442	Congenital hypothyroidism	C0010308
43	X-linked adrenoleukodystrophy	C0162309
3166	Sialuria	C2931471
3166	Sialuria	C0342853
2882	Sitosterolemia	C0342907
810	Shigellosis	C0013371
3165	Eosinophilic fasciitis	C0264005
2420	Primary pulmonary lymphoma	C0519063
727	Microscopic polyangiitis	C0343192
900	Granulomatosis with polyangiitis	C0043092
900	Granulomatosis with polyangiitis	C3495801
863	Trichinellosis	C0040896
171695	Parkinsonian-pyramidal syndrome	C1850100
134	Beta-ketothiolase deficiency	C1536500
171700	Diffuse panbronchiolitis	C0878555
984	Pulmonary agenesis	C0265780
171714	Amish infantile epilepsy syndrome	C1836824
171719	Cutis laxa-Marfanoid syndrome	C0432335
1163	Aspergillosis	C0004030
171723	White sponge nevus	C1721005
171673	Limbal stem cell deficiency	C1561989
171676	Periventricular leukomalacia	C0023529
511	Maple syrup urine disease	C0024776
511	Maple syrup urine disease	C0268576
32	Glutathione synthetase deficiency	C1291643
32	Glutathione synthetase deficiency	C0398746
171690	Metabolic myopathy due to lactate transporter defect	C1855577
26	Methylmalonic acidemia with homocystinuria	C1848561
171863	Autosomal dominant spastic paraplegia type 42	C2675528
171871	Renal pseudohypoaldosteronism type 1	C1449842
322	Exstrophy-epispadias complex	C1838703
171866	Spondyloepimetaphyseal dysplasia, aggrecan type	C2748544
2368	Gastroschisis	C0265706
171881	Cap myopathy	C3710589
2512	Autosomal recessive primary microcephaly	C3711387
2913	Non-syndromic polydactyly	C0152427
171876	Generalized pseudohypoaldosteronism type 1	C1449843
795	Rare form of salmonellosis	C0036117
795	Rare form of salmonellosis	C0036114
797	Sarcoidosis	C0036202
92	Juvenile idiopathic arthritis	C0553662
92	Juvenile idiopathic arthritis	C1444838
92	Juvenile idiopathic arthritis	C3495559
1201	Atresia of small intestine	C0021828
1201	Atresia of small intestine	C0266175
1201	Atresia of small intestine	C0266172
171844	Blindness-scoliosis-arachnodactyly syndrome	C2676234
171839	Craniosynostosis-hydrocephalus-Arnold-Chiari malformation type I-radioulnar synostosis syndrome	C3267187
1202	Larynx atresia	C0265756
1202	Larynx atresia	C1835555
1199	Esophageal atresia	C0014850
171851	MEDNIK syndrome	C1836330
171848	Polyneuropathy-hearing loss-ataxia-retinitis pigmentosa-cataract syndrome	C2675204
1304	Brucellosis	C0006309
173	Cholera	C0008354
3303	Tetralogy of Fallot	C0039685
200418	Immunodeficiency with factor I anomaly	C3463916
200421	Immunodeficiency with factor H anomaly	C0398777
1209	Tricuspid atresia	C0243002
98	Autosomal recessive spastic ataxia of Charlevoix-Saguenay	C1849140
1478	Interatrial communication	C0018817
1478	Interatrial communication	C2609256
330	Congenital factor XII deficiency	C0015526
1482	Gonococcal conjunctivitis	C0339166
1959	Evans syndrome	C0272126
284	Alveolar echinococcosis	C0948954
1177	Early-onset cerebellar ataxia with retained tendon reflexes	C0393520
828	Stickler syndrome	C0265253
1431	Paroxysmal dyskinesia	C0752210
199340	Muscular dystrophy, Selcen type	C2751831
199337	Pancreatic insufficiency-anemia-hyperostosis syndrome	C2675184
234	Dubin-Johnson syndrome	C0022350
3287	Takayasu arteritis	C0039263
199343	EAST syndrome	C2748572
2800	Extramammary Paget disease	C0030186
199323	Endophthalmitis	C0014236
1928	Congenital lobar emphysema	C0265797
2665	Congenital mesoblastic nephroma	C1332965
3463	Wolfram syndrome	C0043207
1549	Cryptosporidiosis	C0010418
199633	Cerebral malformation	C0266449
199642	Isolated congenital microcephaly	C0025958
549	Legionellosis	C0023240
549	Legionellosis	C0023241
704	Pemphigus vulgaris	C0030809
199354	CARASIL	C1838577
199351	Adult-onset dystonia-parkinsonism	C2751842
356	Gerstmann-Straussler-Scheinker syndrome	C0017495
466	Fatal familial insomnia	C0206042
199627	Atypical autism	C0338986
199293	Congenital microgastria	C0266150
3452	Whipple disease	C0023788
3452	Whipple disease	C2930851
199282	Harlequin syndrome	C2029348
2331	Kawasaki disease	C0026691
199276	Familial multiple lipomatosis	C3489413
2102	GTP cyclohydrolase I deficiency	C0268467
199279	Familial angiolipomatosis	C1859784
199260	Calcifying aponeurotic fibroma	C0553647
3002	Immune thrombocytopenic purpura	C0398650
199267	Infantile digital fibromatosis	C1318562
199318	15q13.3 microdeletion syndrome	C2677613
2357	Bronchogenic cyst	C0006281
274	Bernard-Soulier syndrome	C0005129
1195	Congenital atransferrinemia	C0521802
1195	Congenital atransferrinemia	C1859593
199302	Isolated cleft lip	C0008924
199306	Cleft lip/palate	C0158646
926	Acatalasemia	C0268419
926	Acatalasemia	C2931868
3020	Ramsay Hunt syndrome	C0017409
1531	Craniosynostosis	C0010278
1675	Dihydropyrimidine dehydrogenase deficiency	C1959620
976	Adenine phosphoribosyltransferase deficiency	C0268120
976	Adenine phosphoribosyltransferase deficiency	C3665382
3129	Sarcosinemia	C0268563
415	Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome	C0268540
13	6-pyruvoyl-tetrahydropterin synthase deficiency	C0878676
199257	Superficial fibromatosis	C0406571
2494	Ménétrier disease	C0017155
2494	Ménétrier disease	C2936660
171	Primary sclerosing cholangitis	C0566602
199251	Ledderhose disease	C0158360
199247	Corticosteroid-binding globulin deficiency	C1852529
199244	Nelson syndrome	C0027577
199241	Pulmonary capillary hemangiomatosis	C0340548
2134	Atypical hemolytic uremic syndrome	C2931788
3006	Pyridoxine-dependent epilepsy	C1291560
3006	Pyridoxine-dependent epilepsy	C1849508
780	Rhabdomyosarcoma	C0035412
3111	Rotor syndrome	C0220991
2382	Lennox-Gastaut syndrome	C0238111
2806	Subacute sclerosing leukoencephalitis	C0038522
2467	Systemic mastocytosis	C0221013
1934	Early infantile epileptic encephalopathy	C0393706
845	Tay-Sachs disease	C0039373
845	Tay-Sachs disease	C1848922
1942	Myoclonic-astastic epilepsy	C0393702
1935	Early myoclonic encephalopathy	C0270855
3451	West syndrome	C0037769
3299	Tetanus	C0039614
2302	Asbestos intoxication	C0003949
770	Rabies	C0034494
3386	American trypanosomiasis	C0041234
267	Autosomal recessive limb-girdle muscular dystrophy type 2A	C1869123
1329	Complete atrioventricular canal	C0221215
1329	Complete atrioventricular canal	C0344787
582	Mucopolysaccharidosis type 4	C0026707
582	Mucopolysaccharidosis type 4	C0086651
2137	Autoimmune hepatitis	C0241910
186	Primary biliary cholangitis	C0008312
186	Primary biliary cholangitis	C0859942
1136	Arnold-Chiari malformation type II	C0003803
1136	Arnold-Chiari malformation type II	C0555206
1136	Arnold-Chiari malformation type II	C0750930
397	Giant cell arteritis	C0039483
397	Giant cell arteritis	C1956391
2932	Chronic inflammatory demyelinating polyneuropathy	C0393819
2398	Multiple symmetric lipomatosis	C2931642
2398	Multiple symmetric lipomatosis	C0023804
2398	Multiple symmetric lipomatosis	C0024445
1656	Dermatitis herpetiformis	C0011608
3198	Stiff person syndrome and related disorders	C0085292
2929	Juvenile polyposis syndrome	C0345893
131	Budd-Chiari syndrome	C0019154
131	Budd-Chiari syndrome	C0856761
646	Niemann-Pick disease type C	C0220756
654	Nephroblastoma	C0027708
1489	Whooping cough	C0043167
1489	Whooping cough	C0043168
2764	Osteochondritis dissecans	C0029421
2587	Myeloperoxidase deficiency	C0398595
3389	Tuberculosis	C0041296
1679	Diphtheria	C0012546
1267	Botulism	C0006057
2897	Pityriasis rubra pilaris	C0032027
2103	Guillain-Barré syndrome	C0018378
183669	Agammaglobulinemia	C0001768
2070	Eosinophilic gastroenteritis	C1262481
2070	Eosinophilic gastroenteritis	C2062326
2312	Transient familial neonatal hyperbilirubinemia	C0270210
183707	Neutrophil immunodeficiency syndrome	C1842398
2314	Autosomal dominant hyper-IgE syndrome	C3887645
2314	Autosomal dominant hyper-IgE syndrome	C2936739
2314	Autosomal dominant hyper-IgE syndrome	C3489795
183678	Hermansky-Pudlak syndrome with neutropenia	C1842362
449	Hepatoblastoma	C0206624
183675	Recurrent infections associated with rare immunoglobulin isotypes deficiency	C3279824
183675	Recurrent infections associated with rare immunoglobulin isotypes deficiency	C0162539
2177	Hydranencephaly	C0020225
533	Listeriosis	C0023860
183713	Pyogenic bacterial infections due to MyD88 deficiency	C2677092
2372	Laryngocele	C0265761
2380	Legg-Calvé-Perthes disease	C0023234
683	Progressive supranuclear palsy	C0038868
677	Pancreatoblastoma	C0334489
183660	Severe combined immunodeficiency	C0085110
897	Waardenburg-Shah syndrome	C3266898
897	Waardenburg-Shah syndrome	C1848519
808	Seckel syndrome	C0265202
844	Lown-Ganong-Levine syndrome	C1862387
844	Lown-Ganong-Levine syndrome	C0024054
3027	Caudal regression sequence	C0300948
3027	Caudal regression sequence	C0344490
3027	Caudal regression sequence	C2609260
3027	Caudal regression sequence	C1867774
676	Hereditary chronic pancreatitis	C0341474
676	Hereditary chronic pancreatitis	C0238339
634	Netherton syndrome	C0265962
140	Campomelic dysplasia	C1861922
642	Hereditary sensory and autonomic neuropathy type 4	C0020074
627	Nance-Horan syndrome	C0796085
638	Neurofibromatosis-Noonan syndrome	C0553586
638	Neurofibromatosis-Noonan syndrome	C2931482
326	Congenital factor V deficiency	C0015499
526	Liddle syndrome	C0221043
650	LCAT deficiency	C0023195
215	Congenital stationary night blindness	C0339535
342	Familial Mediterranean fever	C0031069
342	Familial Mediterranean fever	C0585274
180	Choroideremia	C0008525
754	Androgen insensitivity syndrome	C0039585
754	Androgen insensitivity syndrome	C0936016
253	Spondyloepiphyseal dysplasia and spondyloepimetaphyseal dysplasia	C0038015
327	Congenital factor VII deficiency	C0015503
183518	Rare hereditary ataxia	C0004138
373	Simpson-Golabi-Behmel syndrome	C0796154
403	Familial hyperaldosteronism type I	C1260386
574	Monosomy 21	C0795875
653	Multiple endocrine neoplasia type 2	C0025268
146	Differentiated thyroid carcinoma	C0238463
1331	Familial prostate cancer	C2931456
157	Carnitine palmitoyltransferase II deficiency	C0342790
847	Alpha-thalassemia-X-linked intellectual disability syndrome	C1845055
1446	Ring chromosome 22 syndrome	C0265492
1446	Ring chromosome 22 syndrome	C2931325
183435	Inherited ichthyosis	C0856562
392	Holt-Oram syndrome	C0265264
113	Bazex-Dupré-Christol syndrome	C0346104
243	46,XX gonadal dysgenesis	C0685837
243	46,XX gonadal dysgenesis	C0949595
136	CADASIL	C0751587
48	Congenital bilateral absence of vas deferens	C0403814
182127	Extragonadal germinoma	C0206660
182130	Tumor of endocrine glands	C0014132
528	Berardinelli-Seip congenital lipodystrophy	C0221032
528	Berardinelli-Seip congenital lipodystrophy	C0011859
275	Severe combined immunodeficiency due to DCLRE1C deficiency	C1865372
182090	Pulmonary arterial hypertension	C0152171
182090	Pulmonary arterial hypertension	C1701938
182090	Pulmonary arterial hypertension	C2973725
182095	Interstitial lung disease	C0206062
182098	Pneumoconiosis	C0032273
184	Cherubism	C0008029
1047	Sideroblastic anemia	C0002896
71	Chylomicron retention disease	C0795956
182067	Glial tumor	C0017638
1949	Benign familial neonatal epilepsy	C0220669
1949	Benign familial neonatal epilepsy	C2930911
189	Hidrotic ectodermal dysplasia	C0162361
1473	Uveal coloboma-cleft lip and palate-intellectual disability	C0795902
182070	Rare neurodegenerative disease	C0524851
1344	Atrial standstill	C0541782
1344	Atrial standstill	C1838539
182050	MYH9-related disease	C1854520
182047	Rare acquired hemolytic anemia	C0002879
3103	Roberts syndrome	C0392475
181428	Hyperalphalipoproteinemia	C0342883
181419	Rare hypoaldosteronism	C0020595
181422	Rare hyperlipidemia	C0020473
709	Peters plus syndrome	C0796012
776	X-linked intellectual disability with marfanoid habitus	C0796022
181399	Rare hyperthyroidism	C0020550
670	PIBIDS syndrome	C1866504
670	PIBIDS syndrome	C1848412
181393	Growth hormone insensitivity syndrome	C0271568
902	Werner syndrome	C0043119
181396	Rare hypothyroidism	C0020676
888	Van der Woude syndrome	C0175697
181412	Adrenogenital syndrome	C0302280
181412	Adrenogenital syndrome	C0701163
181415	Rare primary hyperaldosteronism	C1384514
453	IBIDS syndrome	C0432267
453	IBIDS syndrome	C1866505
181405	Rare hypoparathyroidism	C0020626
871	Familial progressive cardiac conduction defect	C1879286
181408	Rare hyperparathyroidism	C0020502
1590	Distal monosomy 13q	C1865208
1590	Distal monosomy 13q	C2930913
1621	3q13 microdeletion syndrome	C2931338
1699	Trisomy 12p	C0795845
1695	Non-distal trisomy 10q	C2936831
500	Noonan syndrome with multiple lentigines	C2931424
500	Noonan syndrome with multiple lentigines	C0175704
507	Leishmaniasis	C0023281
548	Leprosy	C0023343
233	Duane retraction syndrome	C0013261
657	Congenital isolated hyperinsulinism	C3888018
657	Congenital isolated hyperinsulinism	C0027773
657	Congenital isolated hyperinsulinism	C1257959
2445	Conotruncal heart malformations	C1857586
2495	Meningioma	C0025286
2014	Cleft palate	C0008925
240	Léri-Weill dyschondrosteosis	C0265309
2311	Autosomal recessive spondylocostal dysostosis	C0265343
2311	Autosomal recessive spondylocostal dysostosis	C2931020
358	Gitelman syndrome	C0268450
242	46,XY complete gonadal dysgenesis	C2936694
242	46,XY complete gonadal dysgenesis	C0018054
2052	Fraser syndrome	C0265233
1354	Heart defects-limb shortening syndrome	C1859327
1358	Carey-Fineman-Ziter syndrome	C1850746
557	Isolated anorectal malformation	C3495676
111	Barth syndrome	C0574083
10	48,XXYY syndrome	C2936741
1308	C syndrome	C0796095
150	Nasopharyngeal carcinoma	C0238301
150	Nasopharyngeal carcinoma	C2931822
150	Nasopharyngeal carcinoma	C0153392
133	Chronic beryllium disease	C0221052
133	Chronic beryllium disease	C0005138
1552	Currarino syndrome	C1531773
1450	Ring chromosome 8 syndrome	C2931633
1448	Ring chromosome 6 syndrome	C0795814
1448	Ring chromosome 6 syndrome	C2931604
1580	Distal monosomy 10p	C1832431
1437	Ring chromosome 1 syndrome	C0265395
1437	Ring chromosome 1 syndrome	C1519099
172	Progressive familial intrahepatic cholestasis	C0268312
1447	Ring chromosome 4 syndrome	C0265407
1447	Ring chromosome 4 syndrome	C2931556
1444	Ring chromosome 20 syndrome	C0265482
1444	Ring chromosome 20 syndrome	C2930886
1439	Ring chromosome 12 syndrome	C0795843
1438	Ring chromosome 10 syndrome	C2931727
1438	Ring chromosome 10 syndrome	C0265438
624	Familial multiple nevi flammei	C0235752
624	Familial multiple nevi flammei	C2931029
3306	Duplication/inversion 15q11	C3711376
3375	Trisomy X	C0221033
3310	Tetrasomy 9p	C0795832
3000	Familial male-limited precocious puberty	C0342549
3000	Familial male-limited precocious puberty	C1504412
680	Normokalemic periodic paralysis	C1868433
680	Normokalemic periodic paralysis	C0268445
3305	Tetraploidy	C0333694
1711	Mosaic trisomy 17	C1096168
3376	Triploidy	C0333693
1706	Mosaic trisomy 15	C2931707
916	Aase-Smith syndrome	C0220686
